fen,actions,H,U,HU,result
r3r1k1/ppp4p/2n3pB/3p4/1b1Pp3/2P2P1P/PP4P1/RN1Q1R1K b - - 1 16,8920,,0.002047106856480241,,1-0
r3r1k1/ppp4p/2n3pB/3p4/1b1P4/2P1pP1P/PP2Q1P1/RN3R1K b - - 1 17,13410,,0.0030613085255026817,,1-0
r3r1k1/ppp4p/6pB/3pn3/3P4/4pP1P/PP2Q1P1/RN3R1K b - - 0 18,11470,,0.003057497786357999,,1-0
r3r1k1/ppp4p/6pB/3p4/2nP4/2N1pP1P/PP2Q1P1/R4R1K b - - 2 19,8245,,0.0028563656378537416,,1-0
r3r1k1/ppp4p/6pB/3p4/3PN3/4pP1P/PP1nQ1P1/R4R1K b - - 4 20,3490,,0.0019402600592002273,,1-0
r3r1k1/ppp4p/5NpB/3p4/3P4/4pP1P/PP4P1/R6K b - - 1 21,19795,,0.005523931700736284,,1-0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,1990,0.6378368735313416,0.0053713759407401085,0.0034260616366031393,1-0
rnbqkbnr/ppppp1pp/5p2/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 2,400,1.3388937711715698,0.0059864032082259655,0.008015157967215247,1-0
rnbqkbnr/pp1pp1pp/2p2p2/8/8/2N2N2/PPPPPPPP/R1BQKB1R w KQkq - 0 3,3875,,0.006438738200813532,,1-0
rnbqkbnr/pp1p2pp/2p1pp2/8/8/2N1PN2/PPPP1PPP/R1BQKB1R w KQkq - 0 4,6745,1.5323383808135986,0.007322685793042183,0.011220832491317001,1-0
rnbqkbnr/pp1p2p1/2p1pp2/7p/3N4/2N1P3/PPPP1PPP/R1BQKB1R w KQkq - 0 5,8665,,0.0042253052815794945,,1-0
rnbqkbnr/pp1p2p1/4pp2/7p/8/2N1P3/PPPP1PPP/R1BQKB1R w KQkq - 0 6,5830,,0.006254815962165594,,1-0
rnbqk1nr/pp1p2p1/4pp2/1N5p/1b6/4P3/PPPP1PPP/R1BQKB1R w KQkq - 2 7,3235,,0.0067533706314861774,,1-0
rnbq1knr/pp1p2p1/4pp2/1N5p/1b6/2P1P3/PP1P1PPP/R1BQKB1R w KQ - 1 8,10630,,0.005071771331131458,,1-0
2bq1k1r/1p1p2p1/4pp1n/7p/1b6/2P1P3/PP1P1PPP/R1BQKB1R w KQ - 1 9,4835,,0.007738114800304174,,1-0
2bq1k1r/1p4p1/4pp1n/3p3p/1b6/2P1P2P/PP1P1PP1/R1BQKB1R w KQ - 0 10,1665,,0.0038074722979217768,,1-0
2bq1k1r/1p4p1/3bpp1n/3p3p/8/2PBP2P/PP1P1PP1/R1BQK2R w KQ - 2 11,6210,,0.007881464436650276,,1-0
2bq1k1r/6p1/3bppBn/1p1p3p/8/2P1P2P/PP1P1PP1/R1BQK2R w KQ - 0 12,2955,,0.00869709998369217,,1-0
3q1k1r/1b4p1/3bppBn/1p1p3p/1P6/2P1P2P/P2P1PP1/R1BQK2R w KQ - 1 13,6435,,0.008778074756264687,,1-0
3q1k1r/1b4p1/3bppBn/1p5p/1P6/2P4P/P2P1PP1/R1BQK2R w KQ - 0 14,3595,,0.011142351664602757,,1-0
3q1k1r/1b4p1/3bppB1/1p3n1p/1P1P4/2P4P/P4PP1/R1BQK2R w KQ - 1 15,4515,,0.008840234018862247,,1-0
3q1k1r/1b4p1/3bppB1/1p5p/1P1P4/2P1n1PP/P4P2/R1BQK2R w KQ - 1 16,4190,,0.002845349255949259,,1-0
3q1k1r/1b4p1/3b1pB1/1p2p2p/1P1P4/2P3PP/P7/R1BQK2R w KQ - 0 17,8675,1.8364906311035156,0.006387351080775261,0.011730310417412682,1-0
3q1k1r/1b4p1/3b1pB1/1p1P3p/1P2p3/2P3PP/P7/R1BQK2R w KQ - 0 18,725,2.0644946098327637,0.005632661283016205,0.011628598857800654,1-0
3q1k1r/1b4p1/5pB1/1p1P3p/1P2pb2/2P1B1PP/P7/R2QK2R w KQ - 2 19,1285,1.7089203596115112,0.006453200709074736,0.011028006076397256,1-0
3q1k1r/1b4p1/5pB1/1p1P3p/1P2p3/2P3PP/P7/R2Q1RK1 w - - 0 20,2635,2.125741958618164,0.007499375846236944,0.015941737899793473,1-0
3q1k1r/1b4p1/5pB1/1p1P4/PP2p2p/2P3PP/8/R2Q1RK1 w - - 0 21,7075,2.346418619155884,0.00932518020272255,0.02188077645465203,1-0
3q1k1r/1b4p1/6B1/1p1P1p2/PP2p1Pp/2P4P/8/R2Q1RK1 w - - 0 22,11235,2.274351119995117,0.008446145802736282,0.019209501166095322,1-0
5k1r/1b1q2p1/3P2B1/1p3p2/PP2p1Pp/2P4P/8/R2Q1RK1 w - - 1 23,1115,2.6825733184814453,0.009639162570238113,0.025857760323425794,1-0
5k1r/1b4p1/3Pq1B1/1p1Q1p2/PP2p1Pp/2P4P/8/R4RK1 w - - 3 24,11200,2.279118537902832,0.011576712131500244,0.026384699226866815,1-0
5k1r/1b4p1/3Pq1B1/1p2Q3/PP2ppPp/2P4P/8/R4RK1 w - - 0 25,11605,2.2250092029571533,0.009088902734220028,0.020222892228421996,1-0
rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1,16920,0.36322492361068726,0.0028354767709970474,0.0010299158335452807,1-0
rnbqkbnr/ppppp1pp/5p2/8/8/4PN2/PPPP1PPP/RNBQKB1R b KQkq - 0 2,16240,0.6973479986190796,0.00460234098136425,0.0032094332723169305,1-0
rnbqkbnr/ppp1p1pp/5p2/3p2N1/8/4P3/PPPP1PPP/RNBQKB1R b KQkq - 1 3,14365,0.2000294327735901,0.003483757609501481,0.0006968540585492594,1-0
rnbqkbnr/ppp1p1pp/8/3p3Q/8/4P3/PPPP1PPP/RNB1KB1R b KQkq - 1 4,17240,,0.005387895740568638,,1-0
rnbqkbnr/ppp1p2p/6p1/3pQ3/8/4P3/PPPP1PPP/RNB1KB1R b KQkq - 1 5,18490,,0.005921065341681242,,1-0
r3kbnr/pp2p2p/4b1p1/3p4/8/4P3/PPPP1PPP/RNB1KB1R b KQkq - 0 6,15600,,0.006223495118319988,,1-0
r3kbnr/p3p2p/4b1p1/1p1p4/8/2N1P3/PPPP1PPP/R1B1KB1R b KQkq - 1 7,14045,,0.007234819699078798,,1-0
r3kbnr/p3p2p/6p1/1p1p1b2/4N3/4P3/PPPP1PPP/R1B1KB1R b KQkq - 3 8,11805,,0.00918708648532629,,1-0
r3kbnr/p3p2p/6p1/1p1p4/4N1b1/4PP2/PPPP2PP/R1B1KB1R b KQkq - 0 9,9555,,0.006932464428246021,,1-0
r3kbnr/p3p2p/6p1/3p4/8/4P3/PPPP2PP/R1B1K2R b KQkq - 0 10,19755,,0.005884392652660608,,1-0
r3kb1r/p3p2p/5np1/3p4/8/4P3/PPPP2PP/R1B2RK1 b kq - 2 11,19190,,0.007354356348514557,,1-0
2kr1b1r/p3p2p/5np1/3p4/8/4P2P/PPPP2P1/R1B2RK1 b - - 0 12,16600,,0.0072188409976661205,,1-0
2kr1b1r/p6p/4pnp1/3p4/1P6/4P2P/P1PP2P1/R1B2RK1 b - - 0 13,19430,,0.006726380903273821,,1-0
2kr3r/p6p/3bpnp1/3p4/1P6/4P2P/PBPP2P1/R4RK1 b - - 2 14,13655,,0.008224339224398136,,1-0
2kr3r/p6p/4p1p1/3p4/1P6/4P1bP/P1PP2P1/R4RK1 b - - 0 15,20150,,0.0048239631578326225,,1-0
2kr1r2/p4R1p/4p1p1/3p4/1P6/4P1bP/P1PP2P1/R5K1 b - - 2 16,19480,,0.008101451210677624,,1-0
2kr4/p6p/4p1p1/3p4/1P6/4P1bP/P1PP2P1/5RK1 b - - 1 17,6995,,0.00381108233705163,,1-0
2kr4/p6p/4p1p1/3p4/1P6/4P2P/P1PP1bP1/5R1K b - - 3 18,15280,,0.0046449401415884495,,1-0
2kr4/7p/4p1p1/p2p4/1PP5/4P2P/P2P1bP1/5R1K b - - 0 19,11155,,0.003999093547463417,,1-0
2kr4/7p/4p1p1/pP6/8/4P2P/P2P1bP1/5R1K b - - 0 20,18885,,0.0035008268896490335,,1-0
2k2r2/7p/1P2p1p1/p7/8/4P2P/P2P1bP1/5R1K b - - 0 21,18515,,0.003496610326692462,,1-0
5r2/1k5p/1P2p1p1/p7/8/4P2P/P2P1bP1/2R4K b - - 2 22,14680,,0.0019949774723500013,,1-0
5r2/1kR4p/1P2p3/p5p1/8/4P2P/P2P1bP1/7K b - - 1 23,15715,,0.006915916223078966,,1-0
1k3r2/1PR4p/4p3/p5p1/8/4P2P/P2P1bP1/7K b - - 0 24,17520,,0.004018992185592651,,1-0
1kR2r2/1P6/4p3/p5pp/8/4P2P/P2P1bP1/7K b - - 1 25,18195,,0.014065736904740334,,1-0
1QR2r2/k7/4p3/p5pp/8/4P2P/P2P1bP1/7K b - - 0 26,15320,,0.005984853021800518,,1-0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,1990,0.6378368735313416,0.0053713759407401085,0.0034260616366031393,0-1
rnbqkbnr/ppppp1pp/5p2/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 2,400,1.3388937711715698,0.0059864032082259655,0.008015157967215247,0-1
rnbqkbnr/pp1pp1pp/2p2p2/8/8/2N2N2/PPPPPPPP/R1BQKB1R w KQkq - 0 3,3915,,0.006438738200813532,,0-1
rnbqkbnr/pp1p2pp/2p1pp2/8/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 0 4,3595,,0.00841517560184002,,0-1
rnbqk1nr/pp1p2pp/2p1pp2/8/1b1PP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 1 5,6800,,0.007097666151821613,,0-1
rnbqk1nr/pp1p2pp/2p1p3/8/1b1PP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 6,1135,,0.00495188357308507,,0-1
rnbqk1nr/pp1p3p/2p1p1p1/7Q/1b1PP3/2N5/PPP2PPP/R1B1KB1R w KQkq - 0 7,12555,0.9018840789794922,0.0074396939016878605,0.006709741482413101,0-1
rnb1k3/pp1p4/2p1p1p1/8/1b1PP2q/2N5/PPP2PPP/R1B1KB1R w KQq - 1 8,4515,,0.003866674145683646,,0-1
rnb1k3/pp1p4/2p1p1p1/7q/1b1PP3/2N3P1/PPP2P1P/R1B1KB1R w KQq - 1 9,4195,,0.002081198850646615,,0-1
rnb1k3/pp6/2p1p1p1/3p3q/1b1PP3/2N2PP1/PPP4P/R1B1KB1R w KQq - 0 10,815,,0.004377031233161688,,0-1
rnb1k3/pp6/2p3p1/3pp1Bq/1b1PP3/2N2PP1/PPP4P/R3KB1R w KQq - 0 11,8680,,0.0029845430981367826,,0-1
rn2k3/pp6/2p3p1/3p2Bq/1b2P3/2N2PPb/PPP4P/R3KB1R w KQq - 1 12,1685,,0.005433695390820503,,0-1
rn2k3/pp6/2p3p1/6Bq/1b1pP3/2N2PP1/PPP4P/R3K2R w KQq - 0 13,4875,,0.0032024881802499294,,0-1
rn2k3/pp6/2p3p1/6Bq/1b2P2P/2Np1PP1/PPP5/R3K2R w KQq - 0 14,7075,,0.002801831578835845,,0-1
rn2k3/pp6/2p3p1/6Bq/1b2P1PP/2N2P2/PPPp4/R3K2R w KQq - 0 15,1275,,0.0017398619093000889,,0-1
rn2k3/pp5q/2p3p1/6B1/1b2P1PP/2N2P2/PPPp4/R2K3R w q - 2 16,9955,,0.008455848321318626,,0-1
r3k3/pp5q/n1p3p1/6BP/1b2P1P1/2N2P2/PPPp4/R2K3R w q - 1 17,5840,,0.0066926791332662106,,0-1
r3k3/pp5q/n5p1/6BP/1b2P1P1/5P2/PPPp4/R2K3R w q - 0 18,12515,,0.008638248778879642,,0-1
3rk3/pp5q/n5pP/6B1/1b2P1P1/5P2/PPPp4/R2K3R w - - 1 19,3235,,0.007871117442846298,,0-1
2r1k3/pp5q/n5pP/6B1/1b2P1P1/2P2P2/PP1p4/R2K3R w - - 1 20,12260,,0.0074455211870372295,,0-1
2rBk3/pp5q/n5pP/8/4P1P1/5P2/PP1p4/R2K3R w - - 0 21,18745,,0.012876186519861221,,0-1
4k3/pp5q/n5pP/B7/4P1P1/5P2/PP1p4/R1rK3R w - - 2 22,1000,,0.0027266887482255697,,0-1
4k3/pp5q/n5pP/B7/4P1P1/5P2/PP2K3/R1rq3R w - - 0 23,3875,,0.002578949322924018,,0-1
4k3/pp5q/n5pP/B7/3qP1P1/4KP2/PP6/R1r4R w - - 2 24,6440,,0.004451585002243519,,0-1
4k3/pp5q/n6P/B5p1/3qPKP1/5P2/PP6/R1r4R w - - 0 25,9245,,0.004008827731013298,,0-1
4k3/pp6/n6P/B4qp1/3qP1P1/5PK1/PP6/R1r4R w - - 2 26,2215,,0.0032174959778785706,,0-1
4k3/pp6/n6P/B5p1/3qPqP1/5PK1/PP6/R7 w - - 1 27,7000,,0.0018741278909146786,,0-1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,1990,0.6378368735313416,0.0053713759407401085,0.0034260616366031393,0-1
rnbqkbnr/ppppp1pp/5p2/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 2,3875,1.3388937711715698,0.0059864032082259655,0.008015157967215247,0-1
rnbqkbnr/ppp1p1pp/5p2/3p4/8/4PN2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,6800,0.5357980728149414,0.006118823308497667,0.003278453736588194,0-1
rnbqkbnr/ppp1p1pp/8/3p4/8/4P3/PPPP1PPP/RNBQKB1R w KQkq - 0 4,1135,,0.006901554763317108,,0-1
rnbqkbnr/ppp1p2p/6p1/3p3Q/8/4P3/PPPP1PPP/RNB1KB1R w KQkq - 0 5,12465,0.002906365320086479,0.006355418357998133,1.847116751032673e-05,0-1
rn1qkbnr/ppp1p2p/4b1p1/3pQ3/8/4P3/PPPP1PPP/RNB1KB1R w KQkq - 2 6,11585,0.879889965057373,0.006606335751712322,0.0058128485337314295,0-1
r3kbnr/p3p2p/4b1p1/1p1p4/8/4P3/PPPP1PPP/RNB1KB1R w KQkq - 0 7,400,,0.009363900870084763,,0-1
r3kb1r/p3p2p/4bnp1/1p1p4/8/2N1P3/PPPP1PPP/R1B1KB1R w KQkq - 2 8,4835,,0.008088343776762486,,0-1
r3kb1r/p3p2p/5np1/1p1p1b2/8/2N1P2P/PPPP1PP1/R1B1KB1R w KQkq - 1 9,5805,,0.004530514124780893,,0-1
r3kb1r/p3p2p/5np1/1p1p4/4N1b1/4P2P/PPPP1PP1/R1B1KB1R w KQkq - 3 10,4195,,0.010983035899698734,,0-1
r3kb1r/p3p2p/5np1/1p1p4/8/4P2P/PPPP2P1/R1B1KB1R w KQkq - 0 11,1630,,0.005376774352043867,,0-1
r3kb1r/p6p/4pnp1/1p1p4/8/4P2P/PPPPB1P1/R1B1K2R w KQkq - 0 12,1285,,0.008193525485694408,,0-1
2kr1b1r/p6p/4pnp1/1p1p4/8/4P2P/PPPPB1P1/R1B2RK1 w - - 2 13,2955,,0.006202009040862322,,0-1
2kr1b1r/7p/4pnp1/pp1p4/1P6/4P2P/P1PPB1P1/R1B2RK1 w - - 0 14,3275,,0.008076105266809464,,0-1
2kr3r/7p/4pnpb/pp1p4/1PP5/4P2P/P2PB1P1/R1B2RK1 w - - 1 15,8355,,0.008660491555929184,,0-1
2kr3r/7p/4pnp1/ppPp4/1P6/7P/P2P2P1/R1B2RK1 w - - 0 16,3595,,0.009179648943245411,,0-1
2kr3r/8/4pnpp/ppPp4/1P1P4/7P/P5P1/R1B2RK1 w - - 0 17,770,,0.00811250414699316,,0-1
2kr3r/8/4pn1p/ppPp2p1/1P1P1B2/7P/P5P1/R4RK1 w - - 0 18,9380,,0.005690013989806175,,0-1
2k1r2r/2B5/4pn1p/ppPp2p1/1P1P4/7P/P5P1/R4RK1 w - - 2 19,10915,,0.005290322937071323,,0-1
2k1r2r/2B5/2P1pn2/pp1p2pp/1P1P4/7P/P5P1/R4RK1 w - - 0 20,2635,,0.0070477696135640144,,0-1
2k1r2r/2B5/2P1pn2/pp1p2p1/PP1P3p/7P/6P1/R4RK1 w - - 0 21,4555,,0.005440321750938892,,0-1
2k1r2r/2B5/2P1pn2/pp1p2p1/PP1P4/7P/8/R4RK1 w - - 0 22,1595,,0.007464779540896416,,0-1
2k1r2r/2B5/2P1p3/pp1p2p1/PP1Pn3/7P/8/R3R1K1 w - - 2 23,7720,,0.010615716688334942,,0-1
2k1r2r/2B5/2P1p3/p2p4/1P1Pn1p1/7P/8/R3R1K1 w - - 0 24,8030,,0.010788300074636936,,0-1
2k1r2r/2B5/2P1p3/3p4/3Pn3/6pP/8/R3R1K1 w - - 0 25,1280,,0.006353914737701416,,0-1
2k1r2r/2B5/2P1p3/3p4/3Pn3/7P/6p1/R4RK1 w - - 0 26,1675,1.4669324159622192,0.006681639235466719,0.009801513186271149,0-1
2k1r2r/2B5/2P1p3/3p4/3P4/5R1P/5np1/R5K1 w - - 2 27,6720,1.542859435081482,0.008867853321135044,0.013681851165431858,0-1
2k1r2r/2B5/2P1p3/3p4/3P4/8/6p1/R5K1 w - - 0 28,15910,2.4005470275878906,0.0053847976960241795,0.012926460103352966,0-1
2k1r2r/8/2P5/B2pp3/3P4/8/6p1/R5K1 w - - 0 29,10370,,0.0049458895809948444,,0-1
2kB1r1r/8/2P5/3pp3/3P4/8/6p1/R5K1 w - - 2 30,18845,,0.006013939157128334,,0-1
2k2r1r/4B3/2P5/3p4/8/8/6p1/R5K1 w - - 0 31,13475,,0.008028308860957623,,0-1
rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1,16920,0.36322492361068726,0.0028354767709970474,0.0010299158335452807,1-0
rnbqkbnr/ppppp1pp/5p2/8/8/4PN2/PPPP1PPP/RNBQKB1R b KQkq - 0 2,16240,0.6973479986190796,0.00460234098136425,0.0032094332723169305,1-0
rnbqkbnr/ppp1p1pp/5p2/3p2N1/8/4P3/PPPP1PPP/RNBQKB1R b KQkq - 1 3,14365,0.2000294327735901,0.003483757609501481,0.0006968540585492594,1-0
rnbqkbnr/ppp1p1pp/8/3p3Q/8/4P3/PPPP1PPP/RNB1KB1R b KQkq - 1 4,17240,,0.005387895740568638,,1-0
rnbqkbnr/ppp1p2p/6p1/3pQ3/8/4P3/PPPP1PPP/RNB1KB1R b KQkq - 1 5,18490,,0.005921065341681242,,1-0
r3kbnr/pp2p2p/4b1p1/3p4/8/4P3/PPPP1PPP/RNB1KB1R b KQkq - 0 6,15600,,0.006223495118319988,,1-0
r3kbnr/p3p2p/4b1p1/1p1p4/8/2N1P3/PPPP1PPP/R1B1KB1R b KQkq - 1 7,19755,,0.007234819699078798,,1-0
r3kb1r/p3p2p/4bnp1/1p1p4/8/2N1PP2/PPPP2PP/R1B1KB1R b KQkq - 0 8,14325,,0.0037785416934639215,,1-0
r3kb1r/p3p2p/4b1p1/3p4/6n1/2N1PP2/PPPP2PP/R1B1K2R b KQkq - 0 9,9525,,0.005457557737827301,,1-0
r3kb1r/p3p2p/4b1p1/1N1p4/8/4PP2/PPPP2P1/R1B1K3 b Qkq - 1 10,15320,,0.007152548059821129,,1-0
r3kb1r/2N1p2p/p3b1p1/3p4/8/4PP2/PPPP2P1/R1B1K3 b Qkq - 1 11,19195,,0.008822573348879814,,1-0
r2k1b1r/2N1p2p/p3b1p1/3p4/8/1P2PP2/P1PP2P1/R1B1K3 b Q - 0 12,13975,,0.007391087245196104,,1-0
r2k1b1r/2N1p2p/p5p1/3p4/8/1P2PP2/P1PP4/R1B1K3 b Q - 0 13,16560,,0.009377880953252316,,1-0
3k1b1r/7p/p5p1/3pp3/8/1P2PP2/P1PP4/R1B1K3 b Q - 0 14,19340,,0.006531460676342249,,1-0
3k3r/7p/p5p1/3pp3/1b6/1PP1PP2/P2P4/R1B1K3 b Q - 0 15,20150,,0.003749639028683305,,1-0
3k1r2/7p/p5p1/3pp3/8/1P2PP2/P2P4/R1B1K3 b Q - 0 16,11480,,0.0037555107846856117,,1-0
3k1r2/7p/p5p1/3p4/4p3/BP2PP2/P2P4/R3K3 b Q - 1 17,8925,,0.004854624625295401,,1-0
3k1r2/4B2p/p5p1/3p4/8/1P2P3/P2P4/R3K3 b Q - 1 18,18835,,0.006894421763718128,,1-0
5r2/2k4p/p2B2p1/3p4/8/1P2P3/P2P4/R3K3 b Q - 3 19,16040,,0.010516690090298653,,1-0
3k1r2/7p/p2B2p1/3p4/8/1P2P3/P2P4/2KR4 b - - 5 20,19280,,0.004145054146647453,,1-0
3k4/7p/p2B2p1/3p4/8/1P2P3/P2P1r2/2K2R2 b - - 7 21,4120,,0.007567307446151972,,1-0
3k4/7p/p2B2p1/3p4/3P4/1P2P3/P7/2K5 b - - 0 22,17520,,0.006775732152163982,,1-0
3k4/8/p2B2p1/3p3p/3P4/1P2P3/P7/3K4 b - - 1 23,12440,,0.005930864717811346,,1-0
3k4/8/p2B2p1/3p4/3PP2p/1P6/P7/3K4 b - - 0 24,9880,,0.006022092420607805,,1-0
3k4/8/p2B2p1/3pP3/3P4/1P5p/P7/3K4 b - - 0 25,7320,,0.00611952506005764,,1-0
3k4/8/p2BP1p1/3p4/3P4/1P6/P6p/3K4 b - - 0 26,18875,,0.005529284011572599,,1-0
2k5/8/p3P1p1/3p4/3P4/1P6/P7/3K4 b - - 0 27,14680,,0.005106878466904163,,1-0
2k5/4P3/p7/3p2p1/3P4/1P6/P7/3K4 b - - 0 28,18525,,0.0064310175366699696,,1-0
4Q3/3k4/p7/3p2p1/3P4/1P6/P7/3K4 b - - 0 29,16280,,0.01531493104994297,,1-0
8/8/p1Qk4/3p2p1/3P4/1P6/P7/3K4 b - - 2 30,13800,,0.023448286578059196,,1-0
8/4k3/p3Q3/3p2p1/3P4/1P6/P7/3K4 b - - 4 31,16680,,0.01648283749818802,,1-0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,1990,0.6378368735313416,0.0053713759407401085,0.0034260616366031393,1-0
rnbqkbnr/ppppp1pp/5p2/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 2,3875,1.3388937711715698,0.0059864032082259655,0.008015157967215247,1-0
rnbqkbnr/ppp1p1pp/5p2/3p4/8/4PN2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,6800,0.5357980728149414,0.006118823308497667,0.003278453736588194,1-0
rnbqkbnr/ppp1p1pp/8/3p4/8/4P3/PPPP1PPP/RNBQKB1R w KQkq - 0 4,1135,,0.006901554763317108,,1-0
rnbqkbnr/ppp1p2p/6p1/3p3Q/8/4P3/PPPP1PPP/RNB1KB1R w KQkq - 0 5,12465,0.002906365320086479,0.006355418357998133,1.847116751032673e-05,1-0
rn1qkbnr/ppp1p2p/4b1p1/3pQ3/8/4P3/PPPP1PPP/RNB1KB1R w KQkq - 2 6,11585,0.879889965057373,0.006606335751712322,0.0058128485337314295,1-0
r3kbnr/p3p2p/4b1p1/1p1p4/8/4P3/PPPP1PPP/RNB1KB1R w KQkq - 0 7,400,,0.009363900870084763,,1-0
r3kb1r/p3p2p/4bnp1/1p1p4/8/2N1P3/PPPP1PPP/R1B1KB1R w KQkq - 2 8,4835,,0.008088343776762486,,1-0
r3kb1r/p3p2p/5np1/1p1p1b2/8/2N1P2P/PPPP1PP1/R1B1KB1R w KQkq - 1 9,5805,,0.004530514124780893,,1-0
r3kb1r/p3p2p/5np1/1p1p4/4N1b1/4P2P/PPPP1PP1/R1B1KB1R w KQkq - 3 10,1735,,0.010983035899698734,,1-0
r3kb1r/p3p2p/5np1/3p4/4N3/4Pb1P/PPPP1PP1/R1B1K2R w KQkq - 1 11,9005,,0.009148144163191319,,1-0
r3kb1r/p6p/4pnp1/3p2N1/8/4Pb1P/PPPP1PP1/R1B1K2R w KQkq - 0 12,12185,,0.015543990768492222,,1-0
r3k2r/p6p/3b2p1/3p4/8/4Pb1P/PPPP1PP1/R1B1K2R w KQkq - 1 13,4515,,0.011669513769447803,,1-0
r3k2r/p6p/3b2p1/8/3p4/4PbPP/PPPP1P2/R1B1K2R w KQkq - 0 14,3235,,0.0038784118369221687,,1-0
r4rk1/p6p/3b2p1/8/3p4/2P1PbPP/PP1P1P2/R1B1K2R w KQ - 1 15,1285,,0.003623577067628503,,1-0
r4rk1/p6p/3b4/6p1/3p4/2P1PbPP/PP1P1P2/R1B2RK1 w - - 0 16,1595,,0.007755647879093885,,1-0
r4rk1/p7/3b4/6pp/3p4/2P1PbPP/PP1P1P2/R1B1R1K1 w - - 0 17,6435,,0.0058851768262684345,,1-0
r4rk1/p7/3b4/6p1/3pP2p/2P2bPP/PP1P1P2/R1B1R1K1 w - - 0 18,8995,,0.007385728880763054,,1-0
r4rk1/p7/3b4/4P1p1/3p3p/2P3PP/PP1PbP2/R1B1R1K1 w - - 1 19,7075,,0.009861978702247143,,1-0
r4rk1/p7/3b4/4P1p1/3p2Pp/2P2b1P/PP1P1P2/R1B1R1K1 w - - 1 20,11555,,0.009651939384639263,,1-0
r4rk1/p7/3bP3/6p1/3p2Pp/2P4P/PP1PbP2/R1B1R1K1 w - - 1 21,4235,,0.010740131139755249,,1-0
r4rk1/p7/3bP3/8/3p2Pp/2P4P/PP1Pb3/R1B1R1K1 w - - 0 22,14115,,0.0083773797377944,,1-0
r5k1/p3P3/3b4/8/3p2Pp/2P4P/PP1Pb3/R1B1RrK1 w - - 1 23,1315,,0.001759750652126968,,1-0
5rk1/p3P3/3b4/8/3p2Pp/2P4P/PP1P4/R1B3K1 w - - 1 24,1920,,0.009987451136112213,,1-0
6k1/p3P3/3b4/8/3p2Pp/2P4P/PP1P1r2/R1B4K w - - 3 25,16676,,0.00209189485758543,,1-0
4Q3/p5k1/3b4/8/3p2Pp/2P4P/PP1P1r2/R1B4K w - - 1 26,3555,,0.005020957440137863,,1-0
4Q3/p5k1/3b4/8/3p2Pp/2PP3P/PP5r/R1B4K w - - 1 27,2235,,0.007592564914375544,,1-0
4Q3/p5k1/3b4/8/3p2Pp/2PP3P/PP6/R1B3Kr w - - 3 28,1955,,0.009725392796099186,,1-0
4Q3/p5k1/3b4/8/3p2Pp/2PP3P/PP4Kr/R1B5 w - - 5 29,4440,,0.004882254172116518,,1-0
4Q3/p5k1/3b4/8/3p2Pp/2PP3P/PP6/R1B3Kr w - - 7 30,1955,,0.009297994896769524,,1-0
4Q3/p5k1/3b4/8/3p2Pp/2PP3P/PP4K1/R1B2r2 w - - 9 31,19130,2.082232713699341,0.01043811347335577,0.021734581343527237,1-0
5k2/p7/3b2Q1/8/3p2Pp/2PP3P/PP4K1/R1B2r2 w - - 11 32,14750,,0.00621698098257184,,1-0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,1990,0.6378368735313416,0.0053713759407401085,0.0034260616366031393,1-0
rnbqkbnr/ppppp1pp/5p2/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 2,400,1.3388937711715698,0.0059864032082259655,0.008015157967215247,1-0
rnbqkb1r/ppppp1pp/5p1n/8/8/2N2N2/PPPPPPPP/R1BQKB1R w KQkq - 2 3,4555,,0.008707353845238686,,1-0
rnbqkb1r/pp1pp1pp/2p2p1n/8/6P1/2N2N2/PPPPPP1P/R1BQKB1R w KQkq - 0 4,3595,,0.007396444212645292,,1-0
rnbqkb1r/pp1p2pp/2p1pp1n/8/3P2P1/2N2N2/PPP1PP1P/R1BQKB1R w KQkq - 0 5,3915,,0.011174142360687256,,1-0
rnbqkb1r/pp4pp/2p1pp1n/3p4/3PP1P1/2N2N2/PPP2P1P/R1BQKB1R w KQkq - 0 6,5830,,0.011231915093958378,,1-0
