fen,actions,H,U,HU,result
rnbqkb1r/ppp1pppp/5n2/3p4/4P3/5P2/PPPP2PP/RNBQKBNR w KQkq - 0 3,2000,,0.004187221173197031,,0-1
rn1qkb1r/ppp1pppp/5n2/3p4/4P3/5P2/PPPP2PP/RNBQKB1R w KQkq - 0 4,3595,,0.004709313157945871,,0-1
r2qkb1r/ppp1pppp/n4n2/3p4/3PP3/5P2/PPP3PP/RNBQKB1R w KQkq - 1 5,2955,,0.006260633934289217,,0-1
r2qkb1r/ppp1pp1p/n4np1/3p4/1P1PP3/5P2/P1P3PP/RNBQKB1R w KQkq - 0 6,4515,,0.007600198499858379,,0-1
r2qk2r/ppp1pp1p/n4npb/3p4/1P1PP3/5PP1/P1P4P/RNBQKB1R w KQkq - 1 7,860,,0.0052293408662080765,,0-1
r2q1rk1/ppp1pp1p/n4np1/3p4/1P1PP3/5PP1/P1P4P/RN1QKB1R w KQ - 1 8,4875,,0.0058591412380337715,,0-1
r2q1rk1/ppp1pp1p/n5p1/3p4/1P1PP1nP/5PP1/P1P5/RN1QKB1R w KQ - 1 9,9955,,0.006251984741538763,,0-1
r2q1rk1/ppp1pp1p/n5p1/3p3P/1P1PP3/4nPP1/P1P5/RN1QKB1R w KQ - 1 10,1000,,0.004551073536276817,,0-1
r2q1rk1/pp2pp1p/n5p1/2pp3P/1P1PP3/4nPP1/P1P1Q3/RN2KB1R w KQ - 0 11,1685,,0.004545354750007391,,0-1
r2q1rk1/pp2pp2/n5pp/2pp3P/1P1PP3/4nPPB/P1P1Q3/RN2K2R w KQ - 0 12,12510,1.3655164241790771,0.008377422578632832,0.011439508123411768,0-1
r2q1r1k/pp2pp2/n6p/2pp4/1P1PP3/4nPPB/P1P1Q3/RN2K2R w KQ - 1 13,7460,,0.007031629327684641,,0-1
r2q1r1k/pp2pp2/n3B2p/2pp4/1P1PP3/5PP1/P1P1Q1n1/RN2K2R w KQ - 3 14,1275,,0.00669446587562561,,0-1
r2q1r1k/pp2pp2/n3B2p/2pp4/1P1PP3/4nPP1/P1P1Q3/RN1K3R w - - 5 15,955,,0.007634843233972788,,0-1
rq3r1k/pp2pp2/n3B2p/2pp4/1P1PP3/4nPP1/P1P1Q3/RNK4R w - - 7 16,3275,2.104081630706787,0.006990241818130016,0.014708039403725781,0-1
rq3r1k/pp2p3/n3B2p/2pp1p2/1PPPP3/4nPP1/P3Q3/RNK4R w - - 0 17,7075,2.300288677215576,0.006890624761581421,0.01585042611800702,0-1
rq3r1k/p3p3/n3B2p/1ppp1p2/1PPPP1P1/4nP2/P3Q3/RNK4R w - - 0 18,14110,1.9674725532531738,0.007326305378228426,0.01441430474841554,0-1
rq3r1k/p2Bp3/7p/1ppp1p2/2PPP1P1/4nP2/P3Q3/RNK4R w - - 0 19,6755,2.3215723037719727,0.006489249877631664,0.015065262788165334,0-1
rq3r1k/p2Bp3/7p/2pp1p2/1pPPPPP1/4n3/P3Q3/RNK4R w - - 0 20,9635,2.230396032333374,0.008085694164037704,0.018034300182130814,0-1
rq3r1k/p2Bp3/8/2pp1pPp/1pPPPP2/4n3/P3Q3/RNK4R w - - 0 21,12195,,0.006837956141680479,,0-1
rq3r2/p2Bp1k1/6P1/2pp1p1p/1pPPPP2/4n3/P3Q3/RNK4R w - - 1 22,9000,,0.012604624032974243,,0-1
rq3r2/p2B2k1/6P1/2ppp2p/1pPP1P2/4n3/P3Q3/RNK4R w - - 0 23,9315,,0.012399902567267418,,0-1
rq3r2/p2B2k1/6P1/2pppP1p/2PP4/1p2n3/P3Q3/RNK4R w - - 0 24,2600,,0.008824369870126247,,0-1
rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1,16920,0.3737841248512268,0.002761837327852845,0.0010323309485729265,0-1
rnbqkbnr/ppppp1pp/5p2/8/8/4PN2/PPPP1PPP/RNBQKB1R b KQkq - 0 2,16240,,0.004618755541741848,,0-1
rnbqkbnr/ppp1p1pp/5p2/3p4/8/2N1PN2/PPPP1PPP/R1BQKB1R b KQkq - 1 3,15600,,0.00196740566752851,,0-1
rnbqkbnr/p1p1p1pp/5p2/1p1p2N1/8/2N1P3/PPPP1PPP/R1BQKB1R b KQkq - 1 4,14365,,0.004442828707396984,,0-1
rnbqkbnr/p1p1p1pp/8/1p1p3Q/8/2N1P3/PPPP1PPP/R1B1KB1R b KQkq - 1 5,17240,,0.005858366843312979,,0-1
rnbqkbnr/p1p1p2p/6p1/1p1pQ3/8/2N1P3/PPPP1PPP/R1B1KB1R b KQkq - 1 6,18490,,0.006136334501206875,,0-1
rn1qkbnr/p1p1p2p/4b1p1/1p1pQ3/8/1PN1P3/P1PP1PPP/R1B1KB1R b KQkq - 0 7,19755,,0.0038662212900817394,,0-1
rn1qkb1r/p1p1p2p/4bnp1/1p1pQ3/8/BPN1P3/P1PP1PPP/R3KB1R b KQkq - 2 8,15920,,0.003352522850036621,,0-1
rn1qkb1r/p3p2p/4bnp1/1pppQ3/3P4/BPN1P3/P1P2PPP/R3KB1R b KQkq - 0 9,19450,,0.005287729203701019,,0-1
rn1qk2r/p3p2p/4bnpb/1p1pQ3/8/BPN1P3/P1P2PPP/R3KB1R b KQkq - 0 10,10520,0.5952920317649841,0.005816142074763775,0.0034623030327199378,0-1
rn1qk2r/p3p2p/4bnpb/1B1pQ3/1p6/BPN1P3/P1P2PPP/R3K2R b KQkq - 1 11,19200,,0.005370620638132095,,0-1
rn1q1k1r/p1Q1p2p/4bnpb/1B1p4/1p6/BPN1P3/P1P2PPP/R3K2R b KQ - 3 12,18835,,0.006870146840810776,,0-1
r4k1r/p3p2p/5npb/1B6/1p6/BP2P3/P1P2PPP/R3K2R b KQ - 0 13,14315,,0.00740224402397871,,0-1
r4k1r/p3p2p/6pb/1B6/1p2nP2/BP2P3/P1P3PP/R3K2R b KQ - 0 14,8875,,0.005456761922687292,,0-1
r4k1r/p3p2p/6pb/1B6/1p3P2/BP2P3/P1Pn2PP/2KR3R b - - 2 15,17925,,0.0061522843316197395,,0-1
2r2k1r/p3p2p/6pb/1B6/1p3P2/BPP1P3/P2n2PP/2KR3R b - - 0 16,16600,,0.005117146763950586,,0-1
2r2k1r/p2B3p/4p1pb/8/1p3P2/BPP1P3/P2n2PP/2KR3R b - - 1 17,15280,,0.004696712363511324,,0-1
5k1r/7p/4p1pb/p7/1p3P2/BPP1P3/P2n2PP/2KR3R b - - 0 18,10200,,0.004429354332387447,,0-1
5k1r/7p/4p1pb/8/p4P2/1PP1P3/P2n2PP/2KR3R b - - 0 19,7645,,0.00557019142434001,,0-1
5k1r/7p/4p1pb/8/P4P2/2P1P3/3n2PP/2KR3R b - - 0 20,19475,,0.0053343442268669605,,0-1
7r/4k2p/4p1pb/8/P4PP1/2P1P3/3n3P/2KR3R b - - 0 21,20150,,0.008270882070064545,,0-1
5r2/4k2p/4p1pb/P7/5PP1/2P1P3/3n3P/2KR3R b - - 0 22,19500,1.901798129081726,0.009157986380159855,0.01741664136394394,0-1
1r6/4k2p/P3p1pb/8/5PP1/2P1P3/3n3P/2KR3R b - - 0 23,18000,1.8730993270874023,0.010089457966387272,0.01889855692751663,0-1
8/P3k2p/4p1pb/8/5PP1/2P1P3/1r1n3P/2KR3R b - - 0 24,14950,1.9154589176177979,0.002595004392787814,0.004970624305422777,0-1
8/P3k2p/4p1p1/8/6P1/2P1P3/1r1n3P/2KR1R2 b - - 1 25,2880,,0.0019324439344927669,,0-1
rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1,16920,0.3737841248512268,0.002761837327852845,0.0010323309485729265,1-0
rnbqkbnr/ppppp1pp/5p2/8/8/4PN2/PPPP1PPP/RNBQKB1R b KQkq - 0 2,16240,,0.004618755541741848,,1-0
rnbqkbnr/ppp1p1pp/5p2/3p2N1/8/4P3/PPPP1PPP/RNBQKB1R b KQkq - 1 3,14365,,0.003283308818936348,,1-0
rnbqkbnr/ppp1p1pp/8/3p3Q/8/4P3/PPPP1PPP/RNB1KB1R b KQkq - 1 4,17240,,0.0049118222668766975,,1-0
rnbqkbnr/ppp1p2p/6p1/3pQ3/8/4P3/PPPP1PPP/RNB1KB1R b KQkq - 1 5,18490,,0.005468833260238171,,1-0
r3kbnr/pp2p2p/4b1p1/3p4/8/4P3/PPPP1PPP/RNB1KB1R b KQkq - 0 6,15600,,0.005620093550533056,,1-0
r3kbnr/p3p2p/4b1p1/1p1p4/8/1P2P3/P1PP1PPP/RNB1KB1R b KQkq - 0 7,19755,,0.007686106953769922,,1-0
r3kb1r/p3p2p/4bnp1/1p1p4/8/BP2P3/P1PP1PPP/RN2KB1R b KQkq - 2 8,10520,,0.004934823606163263,,1-0
r3kb1r/p3p2p/4bnp1/1B1p4/1p6/BP2P3/P1PP1PPP/RN2K2R b KQkq - 1 9,19195,,0.006798380054533482,,1-0
r2k1b1r/p3p2p/4bnp1/1B1p4/1p6/BP2PP2/P1PP2PP/RN2K2R b KQ - 0 10,14315,,0.007100492250174284,,1-0
r2k1b1r/p3p2p/4b1p1/1B1p4/1p2n3/BP2PP2/P1PP2PP/RN3RK1 b - - 2 11,8885,,0.004001058638095856,,1-0
r2k1b1r/p3p2p/4b1p1/1B1p4/1p6/BP2PP1P/P1PP1nP1/RN3RK1 b - - 0 12,17520,,0.007091939449310303,,1-0
r2k1b1r/p2Bp3/4b1p1/3p3p/1p6/BP2PP1P/P1PP1nP1/RN3RK1 b - - 1 13,13975,,0.005410043988376856,,1-0
r2k1b1r/p2Bp3/6p1/3p3p/1p6/BP2PPP1/P1PP1n2/RN3RK1 b - - 0 14,15280,,0.008061694912612438,,1-0
r2k1b1r/3Bp3/6p1/p2p3p/1pP5/BP2PPP1/P2P1n2/RN3RK1 b - c3 0 15,11160,,0.009274162352085114,,1-0
r2k1b1r/3Bp3/6p1/p6p/1pPp4/BPN1PPP1/P2P1n2/R4RK1 b - - 1 16,8595,,0.008922707289457321,,1-0
r2k1b1r/3Bp3/6p1/p6p/1pP2P2/BP2P1P1/P2P1n2/R4RK1 b - - 0 17,16560,,0.008013583719730377,,1-0
r2k1b1r/3B4/6p1/p6p/1pP5/BP2P1P1/P2P1n2/R4RK1 b - - 0 18,4205,,0.009557791985571384,,1-0
r2k1b1r/3B4/6p1/p6p/1pP5/BP2P1Pn/P2P3K/R4R2 b - - 2 19,7310,,0.009003019891679287,,1-0
r2k1b1r/3B4/6p1/p6p/1pP5/1P2P1P1/PB1P1n1K/R4R2 b - - 4 20,19430,,0.012442121282219887,,1-0
r2k3r/3B4/3b2p1/p3B2p/1pP5/1P2P1P1/P2P1n1K/R4R2 b - - 6 21,14680,,0.010637222789227962,,1-0
r2k3r/3B4/3b4/p1P1B1pp/1p6/1P2P1P1/P2P1n1K/R4R2 b - - 0 22,4240,,0.012928903102874756,,1-0
r2k3r/3B4/3b4/p1P1B1pp/1p4n1/1P2P1P1/P2P4/R4R1K b - - 2 23,9550,,0.007782280910760164,,1-0
r2k3r/3B4/2Pb4/p3B1pp/1p6/1P4P1/P2P4/R4R1K b - - 0 24,20150,,0.008623947389423847,,1-0
r2k1r2/2PB4/3b4/p3B1pp/1p6/1P4P1/P2P4/R4R1K b - - 0 25,18845,,0.011205670423805714,,1-0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,1990,0.64356529712677,0.0051318877376616,0.0033027048567094153,1-0
rnbqkbnr/ppppp1pp/5p2/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 2,3875,,0.005720803048461676,,1-0
rnbqkbnr/ppp1p1pp/5p2/3p4/8/4PN2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,6800,0.5295997858047485,0.005824565421789885,0.0030846885997856677,1-0
rnbqkbnr/ppp1p1pp/8/3p4/8/4P3/PPPP1PPP/RNBQKB1R w KQkq - 0 4,1135,,0.0065921894274652,,1-0
rnbqkbnr/ppp1p2p/6p1/3p3Q/8/4P3/PPPP1PPP/RNB1KB1R w KQkq - 0 5,12465,0.0032633226364851,0.005970796104520559,1.9484634085718995e-05,1-0
rn1qkbnr/ppp1p2p/4b1p1/3pQ3/8/4P3/PPPP1PPP/RNB1KB1R w KQkq - 2 6,400,,0.006276265252381563,,1-0
rn1qkbnr/p1p1p2p/4b1p1/1p1pQ3/8/2N1P3/PPPP1PPP/R1B1KB1R w KQkq - 0 7,1735,0.9554352164268494,0.010295138694345951,0.009836338066576855,1-0
rn1qkb1r/p1p1p2p/4bnp1/3pQ3/8/2N1P3/PPPP1PPP/R1B1K2R w KQkq - 1 8,4195,1.2606550455093384,0.009698235429823399,0.012226129427144294,1-0
rn1qkb1r/p3p2p/4bnp1/2ppQ3/8/2N1PP2/PPPP2PP/R1B1K2R w KQkq - 0 9,5830,0.556407630443573,0.007225319277495146,0.004020222778389343,1-0
rn1qk2r/p3p2p/4bnpb/1NppQ3/8/4PP2/PPPP2PP/R1B1K2R w KQkq - 2 10,10640,0.47242239117622375,0.005518504884094,0.002607065273061357,1-0
rn1q1k1r/p1N1p2p/4bnpb/2ppQ3/8/4PP2/PPPP2PP/R1B1K2R w KQ - 4 11,16025,2.393526315689087,0.005825228523463011,0.0139428377658114,1-0
5k1r/p3p2p/4bnpb/q1ppQ3/8/4PP2/PPPP2PP/R1B1K2R w KQ - 1 12,2955,,0.008219006471335888,,1-0
5k1r/p3p2p/4bnp1/q1ppQ3/1P3b2/4PP2/P1PP2PP/R1B1K2R w KQ - 1 13,8030,1.5334413051605225,0.007976424880325794,0.01223137937900165,1-0
5k1r/p3p2p/6p1/2pp4/8/4PP2/P1PP2PP/R1B1K2R w KQ - 0 14,0,,0.009128263220191002,,1-0
7r/p3p1kp/6p1/2pp4/8/4PP2/P1PP2PP/1RB1K2R w K - 2 15,595,,0.011112647131085396,,1-0
1R5r/p3p1kp/8/2pp2p1/8/4PP2/P1PP2PP/2B1K2R w K - 0 16,1285,,0.023081466555595398,,1-0
1R5r/p3p1k1/8/2pp2pp/8/4PP2/P1PP2PP/2B2RK1 w - - 0 17,6435,,0.02144678682088852,,1-0
1R5r/p5k1/8/2ppp1pp/4P3/5P2/P1PP2PP/2B2RK1 w - - 0 18,18255,,0.019354019314050674,,1-0
5R1r/p5k1/8/2ppp2p/4P1p1/5P2/P1PP2PP/2B2RK1 w - - 0 19,3595,,0.02131684496998787,,1-0
5R1r/p5k1/8/3pp2p/2pPP1p1/5P2/P1P3PP/2B2RK1 w - - 0 20,6760,,0.021124767139554024,,1-0
5R1r/p5k1/8/3pp3/2pPP2p/8/P1P3PP/2B2RK1 w - - 0 21,1835,,0.02227640710771084,,1-0
5R1r/p4R2/6k1/3pp3/2pPP2p/8/P1P3PP/2B3K1 w - - 2 22,16965,,0.030492650344967842,,1-0
8/p6R/6k1/3pp3/2pPP2p/8/P1P3PP/2B3K1 w - - 0 23,705,,0.017831608653068542,,1-0
8/p6R/8/3pp1k1/2pPP2p/B7/P1P3PP/6K1 w - - 2 24,4555,,0.017743440344929695,,1-0
8/p6R/8/3pp1k1/2pPP3/B7/P1P4P/6K1 w - - 0 25,4875,,0.02055586501955986,,1-0
8/p6R/8/3pp3/2pPPk1P/B7/P1P5/6K1 w - - 1 26,8680,,0.019099123775959015,,1-0
rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1,16920,0.3737841248512268,0.002761837327852845,0.0010323309485729265,1-0
rnbqkbnr/ppppp1pp/5p2/8/8/4PN2/PPPP1PPP/RNBQKB1R b KQkq - 0 2,16240,,0.004618755541741848,,1-0
rnbqkbnr/ppp1p1pp/5p2/3p2N1/8/4P3/PPPP1PPP/RNBQKB1R b KQkq - 1 3,14365,,0.003283308818936348,,1-0
rnbqkbnr/ppp1p1pp/8/3p3Q/8/4P3/PPPP1PPP/RNB1KB1R b KQkq - 1 4,17240,,0.0049118222668766975,,1-0
rnbqkbnr/ppp1p2p/6p1/3pQ3/8/4P3/PPPP1PPP/RNB1KB1R b KQkq - 1 5,18490,,0.005468833260238171,,1-0
r3kbnr/pp2p2p/4b1p1/3p4/8/4P3/PPPP1PPP/RNB1KB1R b KQkq - 0 6,15600,,0.005620093550533056,,1-0
r3kbnr/p3p2p/4b1p1/1p1p4/8/2N1P3/PPPP1PPP/R1B1KB1R b KQkq - 1 7,19755,,0.0064885299652814865,,1-0
r3kb1r/p3p2p/4bnp1/1p1p4/8/2N1P2P/PPPP1PP1/R1B1KB1R b KQkq - 0 8,14045,,0.005485966335982084,,1-0
r3kb1r/p3p2p/5np1/1p1p1b2/4N3/4P2P/PPPP1PP1/R1B1KB1R b KQkq - 2 9,11805,,0.009098278358578682,,1-0
r3kb1r/p3p2p/5np1/1p1p4/4N1b1/4PP1P/PPPP2P1/R1B1KB1R b KQkq - 0 10,9555,,0.006026054732501507,,1-0
r3kb1r/p3p2p/5np1/1p1p4/8/4P2P/PPPPB1P1/R1B1K2R b KQkq - 1 11,17520,,0.008030666969716549,,1-0
r3kb1r/p3p3/5np1/1p1p3p/8/4P2P/PPPPB1P1/R1B2RK1 b kq - 1 12,19450,,0.008036280982196331,,1-0
r3k2r/p3p3/5npb/1p1p3p/P7/4P2P/1PPPB1P1/R1B2RK1 b kq - 0 13,14905,,0.005416735541075468,,1-0
r3k2r/p3p3/5np1/1p1p3p/P2P4/7P/1PP3P1/R1B2RK1 b kq - 0 14,14680,,0.0038641318678855896,,1-0
r3k2r/p3p3/8/1p1p3p/P2P4/7P/1PP3P1/R4RK1 b kq - 0 15,19190,,0.004637320525944233,,1-0
2kr3r/p3pR2/8/1p1p3p/P2P4/7P/1PP3P1/R5K1 b - - 2 16,18885,,0.014147106558084488,,1-0
2k2r1r/p3pR2/8/Pp1p3p/3P4/7P/1PP3P1/R5K1 b - - 0 17,19480,,0.00612472603097558,,1-0
2k4r/p3p3/P7/1p1p3p/3P4/7P/1PP3P1/R5K1 b - - 0 18,12440,,0.0043315039947628975,,1-0
2k4r/p3p3/P7/1p1p4/3P3p/7P/1PP3P1/5RK1 b - - 1 19,20150,,0.0035214421804994345,,1-0
2k2r2/p3pR2/P7/1p1p4/3P3p/7P/1PP3P1/6K1 b - - 3 20,19480,,0.002956943353638053,,1-0
2k5/p3p3/P7/1p1p4/3P2Pp/7P/1PP5/6K1 b - g3 0 21,9875,,0.004230675287544727,,1-0
2k5/p3p3/P7/1p1p4/3P3P/8/1PP5/6K1 b - - 0 22,16560,,0.0022643113043159246,,1-0
2k5/p7/P7/1p1pp2P/3P4/8/1PP5/6K1 b - - 0 23,11480,,0.002294886624440551,,1-0
2k5/p7/P6P/1p1p4/3Pp3/8/1PP5/6K1 b - - 0 24,8920,,0.0048643723130226135,,1-0
2k5/p6P/P7/1p1p4/3P4/4p3/1PP5/6K1 b - - 0 25,6360,,0.003716081380844116,,1-0
2k4Q/p7/P7/1p1p4/3P4/8/1PP1p3/6K1 b - - 0 26,18520,,0.007837074808776379,,1-0
8/p1k5/P7/1p1pQ3/3P4/8/1PP1p3/6K1 b - - 2 27,16040,,0.013141890987753868,,1-0
3k4/p3Q3/P7/1p1p4/3P4/8/1PP1p3/6K1 b - - 4 28,18875,,0.014908840879797935,,1-0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,1990,0.64356529712677,0.0051318877376616,0.0033027048567094153,0-1
rnbqkbnr/ppppp1pp/5p2/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 2,3875,,0.005720803048461676,,0-1
rnbqkbnr/ppp1p1pp/5p2/3p4/8/4PN2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,6800,0.5295997858047485,0.005824565421789885,0.0030846885997856677,0-1
rnbqkbnr/ppp1p1pp/8/3p4/8/4P3/PPPP1PPP/RNBQKB1R w KQkq - 0 4,1135,,0.0065921894274652,,0-1
rnbqkbnr/ppp1p2p/6p1/3p3Q/8/4P3/PPPP1PPP/RNB1KB1R w KQkq - 0 5,12465,0.0032633226364851,0.005970796104520559,1.9484634085718995e-05,0-1
rn1qkbnr/ppp1p2p/4b1p1/3pQ3/8/4P3/PPPP1PPP/RNB1KB1R w KQkq - 2 6,11585,,0.006276265252381563,,0-1
r3kbnr/p3p2p/4b1p1/1p1p4/8/4P3/PPPP1PPP/RNB1KB1R w KQkq - 0 7,400,,0.009323316626250744,,0-1
r3kb1r/p3p2p/4bnp1/1p1p4/8/2N1P3/PPPP1PPP/R1B1KB1R w KQkq - 2 8,2915,,0.007993851788341999,,0-1
r3kb1r/p3p2p/4b1p1/1p1p4/6n1/1PN1P3/P1PP1PPP/R1B1KB1R w KQkq - 1 9,4235,,0.007166602183133364,,0-1
r3kb1r/p3p2p/4b1p1/1p1p4/5P2/1PN1P3/P1PP2P1/R1B1KB2 w Qkq - 0 10,2635,,0.008196339011192322,,0-1
r3kb1r/4p2p/p3b1p1/1p1p4/P4P2/1PN1P3/2PP2P1/R1B1KB2 w Qkq - 0 11,7720,,0.008343437686562538,,0-1
r3kb1r/3bp2p/p5p1/3p4/5P2/1PN1P3/2PP2P1/R1B1KB2 w Qkq - 1 12,5830,,0.0092861233279109,,0-1
r3kb1r/3bp2p/6p1/3p4/5P2/1P2P3/2PP2P1/R1B1KB2 w Qkq - 0 13,1735,,0.008944997563958168,,0-1
r3kb1r/4p2p/6p1/3p4/5P2/1P2P3/2PP2P1/R1B1K3 w Qkq - 0 14,235,,0.007537100464105606,,0-1
4kb1r/4p2p/6p1/3p4/5P2/1P2P3/2PP2P1/2B1K3 w k - 0 15,705,,0.006372994277626276,,0-1
4kb1r/7p/6p1/3pp3/5P2/BP2P3/2PP2P1/4K3 w k - 0 16,9315,,0.008648744784295559,,0-1
4k2r/7p/6p1/3ppP2/1b6/BP2P3/2PP2P1/4K3 w k - 1 17,5160,,0.007234088145196438,,0-1
4k2r/7p/8/3pp3/8/1P2P3/2PP2P1/4K3 w k - 0 18,4555,,0.007010811008512974,,0-1
4k2r/8/8/3pp2p/6P1/1P2P3/2PP4/4K3 w k - 0 19,9635,,0.009102719835937023,,0-1
7r/3k4/8/3pp1Pp/8/1P2P3/2PP4/4K3 w - - 1 20,12195,,0.008354204706847668,,0-1
7r/3k4/6P1/4p2p/3p4/1P2P3/2PP4/4K3 w - - 0 21,14755,,0.014594146981835365,,0-1
7r/3k2P1/8/4p3/3p3p/1P2P3/2PP4/4K3 w - - 0 22,17316,,0.011489811353385448,,0-1
8/3k4/8/4p3/3p3p/1P2P3/2PP4/4K3 w - - 0 23,6430,,0.011602670885622501,,0-1
8/3k4/8/4p3/8/1P5p/2PP4/4K3 w - - 0 24,3595,,0.012990839779376984,,0-1
8/3k4/8/8/8/1P5p/2P5/4K3 w - - 0 25,3275,,0.012100941501557827,,0-1
8/3k4/8/8/2P5/1P6/7p/4K3 w - - 0 26,5475,,0.006336695980280638,,0-1
8/3k4/8/8/1PP5/8/8/4K2q w - - 0 27,1320,,0.007355664856731892,,0-1
8/3k4/8/8/1PP5/5q2/5K2/8 w - - 2 28,4115,,0.0037005427293479443,,0-1
8/3k4/8/8/1PP5/8/5q2/4K3 w - - 4 29,1275,,0.002472278894856572,,0-1
8/3k4/8/8/1PP5/8/4q3/3K4 w - - 6 30,955,,0.002608236623927951,,0-1
8/3k4/8/8/1PP5/8/3q4/2K5 w - - 8 31,635,,0.0026515251956880093,,0-1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,1990,0.64356529712677,0.0051318877376616,0.0033027048567094153,0-1
rnbqkbnr/ppppp1pp/5p2/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 2,3875,,0.005720803048461676,,0-1
rnbqkbnr/pppp2pp/4pp2/8/8/4PN2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,6745,0.9296057224273682,0.003988840151578188,0.003708048630755134,0-1
rnbqkbnr/pp1p2pp/2p1pp2/8/3N4/4P3/PPPP1PPP/RNBQKB1R w KQkq - 0 4,8665,0.12372030317783356,0.0043475511483848095,0.0005378803461593071,0-1
rnbqkbnr/pp1p2pp/4pp2/8/8/4P3/PPPP1PPP/RNBQKB1R w KQkq - 0 5,1135,,0.005968815181404352,,0-1
rnbqkbnr/pp1p3p/4ppp1/7Q/8/4P3/PPPP1PPP/RNB1KB1R w KQkq - 0 6,12450,0.026168880984187126,0.009147632867097855,0.0002393833157861222,0-1
r1bqkbnr/pp1p3p/2n1ppp1/1Q6/8/4P3/PPPP1PPP/RNB1KB1R w KQkq - 2 7,10595,,0.005664742551743984,,0-1
r1bq1bnr/pp1p1k1p/1Qn1ppp1/8/8/4P3/PPPP1PPP/RNB1KB1R w KQ - 4 8,13160,,0.007911541499197483,,0-1
r1bq2nr/ppQp1k1p/2n1ppp1/8/1b6/4P3/PPPP1PPP/RNB1KB1R w KQ - 6 9,3235,,0.008690692484378815,,0-1
r1b2qnr/ppQp1k1p/2n1ppp1/8/1b6/2P1P3/PP1P1PPP/RNB1KB1R w KQ - 1 10,15895,,0.011313984170556068,,0-1
r1b1kqnr/pp1p3p/2n1ppp1/8/1b3Q2/2P1P3/PP1P1PPP/RNB1KB1R w KQ - 3 11,9380,,0.00903384480625391,,0-1
r1b2qnr/ppQp1k1p/2n1ppp1/8/1b6/2P1P3/PP1P1PPP/RNB1KB1R w KQ - 5 12,15860,,0.011876510456204414,,0-1
r1b1kqnr/pp1p3p/2n1ppp1/8/1b6/2P1P1Q1/PP1P1PPP/RNB1KB1R w KQ - 7 13,7175,,0.005137981381267309,,0-1
r1b2qnr/ppQp1k1p/2n1ppp1/8/1b6/2P1P3/PP1P1PPP/RNB1KB1R w KQ - 9 14,1700,,0.01114041917026043,,0-1
r1b2qnr/ppQp1k1p/2n1ppp1/8/8/4P3/PP1P1PPP/RNB1K2R w KQ - 0 15,400,,0.01047811284661293,,0-1
r1b3nr/ppQp1k1p/2n1ppp1/8/1q6/2N1P3/PP1P1PPP/R1B1K2R w KQ - 2 16,15965,,0.010859307833015919,,0-1
r1b3nr/pp1p1k1p/4ppp1/8/8/2N1P3/PP1P1PPP/R1B1K2R w KQ - 0 17,5830,,0.009288033470511436,,0-1
r1b3nr/pp1p1k1p/4p1p1/1N3p2/8/4P3/PP1P1PPP/R1B1K2R w KQ - 0 18,10640,,0.009575985372066498,,0-1
r1b4r/ppNp1k1p/4pnp1/5p2/8/4P3/PP1P1PPP/R1B1K2R w KQ - 2 19,4195,,0.007770823314785957,,0-1
r1b4r/ppNp1k1p/4p1p1/3n1p2/8/4PP2/PP1P2PP/R1B1K2R w KQ - 1 20,2955,,0.01045282557606697,,0-1
r1b4r/ppNp1k1p/4p1p1/5p2/1P6/2n1PP2/P2P2PP/R1B1K2R w KQ - 1 21,3550,,0.011012401431798935,,0-1
r1b4r/ppN2k1p/4p1p1/3p1p2/1P6/4PP2/P5PP/R1B1K2R w KQ - 0 22,16045,,0.008727066218852997,,0-1
r1b1Nr2/pp3k1p/4p1p1/3p1p2/1P6/4PP2/P5PP/R1B1K2R w KQ - 2 23,19125,,0.011827846057713032,,0-1
r1b2r2/p4k1p/1p2pNp1/3p1p2/1P6/4PP2/P5PP/R1B1K2R w KQ - 0 24,6435,,0.00956466980278492,,0-1
r4r2/p4k1p/bp2pNp1/3p1p2/1P2P3/5P2/P5PP/R1B1K2R w KQ - 1 25,8035,1.699999451637268,0.013218074105679989,0.022470718731356754,0-1
2r2r2/p4k1p/bp2pNp1/1P1p1p2/4P3/5P2/P5PP/R1B1K2R w KQ - 1 26,1285,1.7684776782989502,0.010897938162088394,0.01927276037913561,0-1
5r2/p4k1p/bp2pNp1/1P1p1p2/4P3/5P2/P1r3PP/R1B2RK1 w - - 3 27,680,0.5808776021003723,0.008989726193249226,0.005221930594673518,0-1
