fen,n,W,D,L,pW,pD,pL,mean_reward,reward_variance,result_entropy,ci95_low,ci95_high,ci95_width,ci_contains_zero,H_mean,U_mean,HU_mean,H_count,U_count,HU_count,H_fraction,U_fraction,HU_fraction
rnbqkbnr/pp1p2pp/4pp2/8/8/4PN2/PPPP1PPP/R1BQKB1R w KQkq - 0 5,162,91,16,55,0.5617283950617284,0.09876543209876543,0.3395061728395062,0.22222222222222227,0.8518518518518519,1.32636792571217,0.08009652124626604,0.3643479231981785,0.28425140195191245,False,,0.008495838387098945,,0,162,0,0.0,1.0,0.0
rnbqk1nr/pp1p2pp/4pp2/8/1b1N4/4P3/PPPP1PPP/R1BQKB1R w KQkq - 2 6,32,19,2,11,0.59375,0.0625,0.34375,0.25,0.875,1.2261134199863002,-0.07409858010851422,0.5740985801085142,0.6481971602170284,True,,0.01414357838802971,,0,32,0,0.0,1.0,0.0
rnbqk2r/pp1p2pp/4pp1n/8/1b1N4/2P1P3/PP1P1PPP/R1BQKB1R w KQkq - 1 7,10,8,0,2,0.8,0.0,0.2,0.6000000000000001,0.6399999999999999,0.7219280948873623,0.10416397415635087,1.0958360258436493,0.9916720516872983,False,1.007054328918457,0.010936123365536333,0.016036671418292903,2,10,2,0.2,1.0,0.2
rnbqkbnr/pp2p1pp/2p2p2/3p4/3P4/2N2N2/PPP1PPPP/R1BQKB1R w KQkq - 0 4,50,35,2,13,0.7,0.04,0.26,0.43999999999999995,0.7664,1.0512437511965642,0.19734411030514926,0.6826558896948507,0.48531177938970144,False,1.632091109569256,0.016756233647465705,0.02651743767720832,13,50,13,0.26,1.0,0.26
rn1qkbnr/pp2p1pp/2p2p2/3p4/3PP1b1/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 1 5,13,8,1,4,0.6153846153846154,0.07692307692307693,0.3076923076923077,0.3076923076923077,0.8284023668639053,1.2389012566026305,-0.18707053987075534,0.8024551552553707,0.989525695126126,True,0.7898024797439576,0.01193265444957293,0.009989428889828922,5,13,5,0.38461538461538464,1.0,0.38461538461538464
rnbqkbnr/pp1p2pp/2p1pp2/8/8/2N1PN2/PPPP1PPP/R1BQKB1R w KQkq - 0 4,212,129,18,65,0.6084905660377359,0.08490566037735849,0.30660377358490565,0.30188679245283023,0.8239587041651834,1.2611238799291855,0.17969757497461372,0.42407600993104677,0.24437843495643305,False,1.7518221056738565,0.006468990721019372,0.010822327953974732,86,212,86,0.4056603773584906,1.0,0.4056603773584906
rnbqkbnr/pp1p2pp/4p3/5p2/3N4/4P3/PPPP1PPP/R1BQKB1R w KQkq - 0 6,38,21,4,13,0.5526315789473685,0.10526315789473684,0.34210526315789475,0.21052631578947373,0.8504155124653741,1.3441279814912654,-0.08267902682426992,0.5037316584032174,0.5864106852274873,True,0.3113560378551483,0.008838277322387225,0.0029898071216595545,1,38,1,0.02631578947368421,1.0,0.02631578947368421
rnb1kbnr/pp1p2pp/4p3/1N3p2/7q/4P3/PPPP1PPP/R1BQKB1R w KQkq - 2 7,39,21,4,14,0.5384615384615384,0.10256410256410256,0.358974358974359,0.17948717948717946,0.8652202498356344,1.3484372243196734,-0.11244308794044783,0.47141744691480675,0.5838605348552546,True,,0.009042548767935771,,0,39,0,0.0,1.0,0.0
rnb1kbnr/pp1p2pp/4p3/1N3p2/2q5/4P1P1/PPPP1P1P/R1BQKB1R w KQkq - 1 8,39,21,4,14,0.5384615384615384,0.10256410256410256,0.358974358974359,0.17948717948717946,0.8652202498356344,1.3484372243196734,-0.11244308794044783,0.47141744691480675,0.5838605348552546,True,,0.009664999727064218,,0,39,0,0.0,1.0,0.0
rnb1kbnr/pp1p2pp/4p3/1N3p2/8/3PP1P1/PP3P1P/R3KB1R w KQkq - 0 9,39,21,4,14,0.5384615384615384,0.10256410256410256,0.358974358974359,0.17948717948717946,0.8652202498356344,1.3484372243196734,-0.11244308794044783,0.47141744691480675,0.5838605348552546,True,,0.012235750205432758,,0,39,0,0.0,1.0,0.0
rnbk1bnr/ppNp2pp/4p3/5p2/8/3PP1P1/PP3P1P/R3KB1R w KQ - 2 10,39,21,4,14,0.5384615384615384,0.10256410256410256,0.358974358974359,0.17948717948717946,0.8652202498356344,1.3484372243196734,-0.11244308794044783,0.47141744691480675,0.5838605348552546,True,,0.011611375754746871,,0,39,0,0.0,1.0,0.0
rnbk1b1r/ppNp2pp/4pn2/5p2/1P6/3PP1P1/P4P1P/R3KB1R w KQ - 1 11,33,17,4,12,0.5151515151515151,0.12121212121212122,0.36363636363636365,0.1515151515151515,0.8558310376492195,1.3926844736036157,-0.16411983562843713,0.4671501386587401,0.6312699742871772,True,,0.01710833990099755,,0,33,0,0.0,1.0,0.0
rnbkNb1r/pp1p2pp/4p3/5p2/1P4n1/3PP1P1/P4P1P/R3KB1R w KQ - 3 12,21,12,2,7,0.5714285714285714,0.09523809523809523,0.3333333333333333,0.23809523809523808,0.8480725623582765,1.3127443531093745,-0.15577661834805878,0.631967094538535,0.7877437128865937,True,,0.009966041560151748,,0,21,0,0.0,1.0,0.0
rnbqkb1r/ppppp1pp/5p1n/8/3N4/4P3/PPPP1PPP/RNBQKB1R b KQkq - 0 3,39,21,3,15,0.5384615384615384,0.07692307692307693,0.38461538461538464,0.1538461538461538,0.8994082840236687,1.2957378005380122,-0.14379585647738602,0.4514881641696936,0.5952840206470796,True,0.3696284294128418,0.018801669566295087,0.006135681742336807,1,39,1,0.02564102564102564,1.0,0.02564102564102564
rnbqkb1r/ppppp1pp/5p2/8/3N1Pn1/4P3/PPPP2PP/RNBQKB1R b KQkq - 0 4,37,20,3,14,0.5405405405405406,0.08108108108108109,0.3783783783783784,0.16216216216216217,0.8926223520818116,1.3041447626906477,-0.14226339381807418,0.4665877181423985,0.6088511119604727,True,,0.02829552607963214,,0,37,0,0.0,1.0,0.0
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,23,10,4,9,0.43478260869565216,0.17391304347826086,0.391304347826087,0.04347826086956519,0.8241965973534972,1.491013870758994,-0.3275436703285594,0.4145001920676898,0.7420438623962492,True,1.3214244738869045,0.017332589496736942,0.023186659934994146,23,23,23,1.0,1.0,1.0
rnbqkbnr/pppp1ppp/4p3/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,17,8,1,8,0.47058823529411764,0.058823529411764705,0.47058823529411764,0.0,0.9411764705882353,1.2639334294856335,-0.46116799636236566,0.46116799636236566,0.9223359927247313,True,1.905693680047989,0.016328737304052886,0.031208953146092344,16,17,16,0.9411764705882353,1.0,0.9411764705882353
rnbqkb1r/ppppp1pp/5p1n/8/3N4/7P/PPPPPPP1/RNBQKB1R b KQkq - 0 3,35,17,7,11,0.4857142857142857,0.2,0.3142857142857143,0.17142857142857143,0.7706122448979592,1.4952230009258445,-0.11939661934014778,0.46225376219729064,0.5816503815374384,True,1.4913663864135742,0.022548339861844267,0.03359369520260691,2,35,2,0.05714285714285714,1.0,0.05714285714285714
rnbqkb1r/p1ppp1pp/5p1n/1p6/3N4/4P2P/PPPP1PP1/RNBQKB1R b KQkq - 0 4,11,5,2,4,0.45454545454545453,0.18181818181818182,0.36363636363636365,0.09090909090909088,0.8099173553719008,1.4949188482339508,-0.44092001431744593,0.6227381961356278,1.0636582104530736,True,,0.02973800152540207,,0,11,0,0.0,1.0,0.0
rnbqkbnr/pppp2pp/4pp2/8/8/4PN2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,120,63,12,45,0.525,0.1,0.375,0.15000000000000002,0.8775000000000001,1.3508774745753187,-0.017602707693896713,0.31760270769389676,0.33520541538779347,True,1.1662981172925548,0.010655424875828127,0.01218999516023298,76,120,76,0.6333333333333333,1.0,0.6333333333333333
rnbqk2r/pp1p2pp/2p1pp1n/8/3PP1P1/2N5/PPP2P1P/R1BQKB1R w KQkq - 0 7,35,22,1,12,0.6285714285714286,0.02857142857142857,0.34285714285714286,0.2857142857142857,0.889795918367347,1.0970817135542688,-0.026792371551026484,0.5982209429795979,0.6250133145306245,True,1.293996771176656,0.016554779027189527,0.023812379590736604,3,35,3,0.08571428571428572,1.0,0.08571428571428572
rnbqkb1r/pp1p2pp/2p1p2n/5p2/3PP1PN/2N5/PPP2P1P/R1BQKB1R b KQkq - 1 6,11,4,2,5,0.36363636363636365,0.18181818181818182,0.45454545454545453,-0.09090909090909088,0.8099173553719008,1.4949188482339508,-0.6227381961356278,0.44092001431744593,1.0636582104530736,True,0.5358742214739323,0.018147201446646995,0.010034815676362399,8,11,8,0.7272727272727273,1.0,0.7272727272727273
rnbqkbnr/pp1p3p/4ppp1/8/3N4/4P3/PPPP1PPP/R1BQKB1R w KQkq - 0 6,57,34,8,15,0.5964912280701754,0.14035087719298245,0.2631578947368421,0.3333333333333333,0.7485380116959064,1.3490813205394905,0.10872927829916679,0.5579373883674998,0.44920811006833306,False,0.8632296323776245,0.008804378402010914,0.005726981122313735,1,57,1,0.017543859649122806,1.0,0.017543859649122806
rnbqk1nr/pp1p3p/3bppp1/1N6/8/4P3/PPPP1PPP/R1BQKB1R w KQkq - 2 7,64,38,10,16,0.59375,0.15625,0.25,0.34375,0.7255859375,1.3649917740667208,0.13505957063373034,0.5524404293662697,0.4173808587325394,False,0.8842847347259521,0.004455167192645604,0.015689314586599057,2,64,2,0.03125,1.0,0.03125
rnbq1knr/ppNp3p/3bppp1/8/8/4P3/PPPP1PPP/R1BQKB1R w KQ - 4 8,60,37,9,14,0.6166666666666667,0.15,0.23333333333333334,0.38333333333333336,0.7030555555555557,1.330522788107545,0.17117148609845712,0.5954951805682096,0.4243236944697525,False,0.9536092281341553,0.004893562153059369,0.019569510566647796,1,60,1,0.016666666666666666,1.0,0.016666666666666666
rnbq1k1r/ppNp3p/3bpppn/8/5P2/4P3/PPPP2PP/R1BQKB1R w KQ - 1 9,25,19,4,2,0.76,0.16,0.08,0.68,0.3775999999999999,1.0154312795575997,0.4391236955867929,0.9208763044132072,0.48175260882641435,False,,0.0038892782013863324,,0,25,0,0.0,1.0,0.0
rnbqkbnr/pppp1ppp/8/4p3/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 2,305,169,34,102,0.5540983606557377,0.11147540983606558,0.3344262295081967,0.21967213114754097,0.840268744961032,1.3532892153509266,0.11679774041239094,0.322546521882691,0.20574878147030007,False,1.4305829459563233,0.007679383542205467,0.010689141805337933,266,305,266,0.8721311475409836,1.0,0.8721311475409836
rnbqkbnr/pppp2pp/8/4ppN1/8/8/PPPPPPPP/RNBQKB1R w KQkq - 0 3,28,20,1,7,0.7142857142857143,0.03571428571428571,0.25,0.4642857142857143,0.7487244897959184,1.0184246951950873,0.14378419347384225,0.7847872350975864,0.6410030416237442,False,1.547806007521493,0.012232817044215543,0.018145321104353074,7,28,7,0.25,1.0,0.25
rnbqkb1r/pp1p2pp/2p1p2n/8/3P2P1/2N2N2/PPP2P1P/R1BQKB1R b KQkq - 0 6,33,14,6,13,0.42424242424242425,0.18181818181818182,0.3939393939393939,0.03030303030303033,0.8172635445362717,1.5014104754503443,-0.278138027962496,0.33874408856855664,0.6168821165310526,True,0.8929502129554748,0.023267591315688507,0.020038260789492245,5,33,5,0.15151515151515152,1.0,0.15151515151515152
rnbqk2r/pp1p2pp/2p1p2n/6N1/1b1P2P1/2N5/PPP2P1P/R1BQKB1R b KQkq - 2 7,28,12,5,11,0.42857142857142855,0.17857142857142858,0.39285714285714285,0.0357142857142857,0.8201530612244897,1.4972499831968558,-0.29972701271426544,0.37115558414283684,0.6708825968571023,True,1.3097261360713415,0.028296596171068295,0.032511231099407824,7,28,7,0.25,1.0,0.25
rnbqk2r/pp4pp/2p1p2n/3p2N1/1b1P2PP/2N5/PPP2P2/R1BQKB1R b KQkq - 0 8,14,5,2,7,0.35714285714285715,0.14285714285714285,0.5,-0.14285714285714285,0.8367346938775511,1.4315602842833155,-0.6220142800989517,0.3362999943846659,0.9583142744836175,True,0.3360952377319336,0.02648031884538276,0.010103754207515614,5,14,5,0.35714285714285715,1.0,0.35714285714285715
r3kbnr/pp2p2p/4b1p1/3p4/8/4P3/PPPP1PPP/RNB1KB1R b KQkq - 0 6,72,48,14,10,0.6666666666666666,0.19444444444444445,0.1388888888888889,0.5277777777777777,0.5270061728395063,1.2449187529382073,0.36009452349498083,0.6954610320605745,0.3353665085655937,False,,0.02805864681593246,,0,72,0,0.0,1.0,0.0
r3kbnr/p3p2p/4b1p1/1p1p4/8/1P2P3/P1PP1PPP/RNB1KB1R b KQkq - 0 7,53,36,9,8,0.6792452830188679,0.16981132075471697,0.1509433962264151,0.5283018867924528,0.5510857956568174,1.225153943904632,0.32844470237350276,0.7281590712114029,0.3997143688379001,False,,0.03208545381027573,,0,53,0,0.0,1.0,0.0
r3kb1r/p3p2p/4bnp1/1p1p4/8/BP2P3/P1PP1PPP/RN2KB1R b KQkq - 2 8,32,22,6,4,0.6875,0.1875,0.125,0.5625,0.49609375,1.1994602933016414,0.31846339210141505,0.806536607898585,0.4880732157971699,False,,0.04486465506488457,,0,32,0,0.0,1.0,0.0
r3kb1r/p3p2p/4bnp1/1B1p4/1p6/BP2P3/P1PP1PPP/RN2K2R b KQkq - 1 9,32,22,6,4,0.6875,0.1875,0.125,0.5625,0.49609375,1.1994602933016414,0.31846339210141505,0.806536607898585,0.4880732157971699,False,,0.04334655340062454,,0,32,0,0.0,1.0,0.0
r2k1b1r/p3p2p/4bnp1/1B1p4/1p6/BP2PP2/P1PP2PP/RN2K2R b KQ - 0 10,32,22,6,4,0.6875,0.1875,0.125,0.5625,0.49609375,1.1994602933016414,0.31846339210141505,0.806536607898585,0.4880732157971699,False,,0.0382687856326811,,0,32,0,0.0,1.0,0.0
r2k1b1r/p3p2p/4b1p1/1B1p4/1p2n3/BP2PP2/P1PP2PP/RN3RK1 b - - 2 11,29,19,6,4,0.6551724137931034,0.20689655172413793,0.13793103448275862,0.5172413793103448,0.5255648038049942,1.2641741758256733,0.2533882624243569,0.7810944961963326,0.5277062337719758,False,,0.0286779152550574,,0,29,0,0.0,1.0,0.0
r2k1b1r/p3p2p/4b1p1/1B1p4/1p6/BP2PP1P/P1PP1nP1/RN3RK1 b - - 0 12,21,12,6,3,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.5306122448979591,1.3787834934861753,0.1170219149241038,0.7401209422187534,0.6230990272946495,False,,0.043602763896896726,,0,21,0,0.0,1.0,0.0
rnbqkb1r/ppppp1pp/5p1n/8/8/2N2N1P/PPPPPPP1/R1BQKB1R b KQkq - 0 3,125,72,10,43,0.576,0.08,0.344,0.23199999999999998,0.866176,1.2795181606228043,0.06884658911383912,0.39515341088616085,0.32630682177232173,False,0.6557950576146444,0.015527385085821152,0.009218798576560652,6,125,6,0.048,1.0,0.048
rnbqkb1r/ppppp1pp/5p2/8/8/2N5/PPPPPPP1/R1BQKB1R b KQkq - 0 4,108,63,9,36,0.5833333333333334,0.08333333333333333,0.3333333333333333,0.25000000000000006,0.8541666666666667,1.280672129520887,0.07569593202911279,0.4243040679708873,0.34860813594177453,False,,0.019621443141389777,,0,108,0,0.0,1.0,0.0
rnbqkb1r/pp1pp1pp/2p2p2/8/4P3/2N5/PPPP1PP1/R1BQKB1R b KQkq - 0 5,56,36,3,17,0.6428571428571429,0.05357142857142857,0.30357142857142855,0.33928571428571436,0.831313775510204,1.158086067497917,0.10048448060193166,0.578086947969497,0.47760246736756534,False,,0.026030369701662233,,0,56,0,0.0,1.0,0.0
rnbqkb1r/pp1pp2p/2p2pp1/8/3PP3/2N5/PPP2PP1/R1BQKB1R b KQkq - 0 6,12,9,0,3,0.75,0.0,0.25,0.5,0.75,0.8112781244591328,0.010009003864986488,0.9899909961350135,0.979981992270027,False,,0.028895570586125057,,0,12,0,0.0,1.0,0.0
rnbqkb1r/ppppp1pp/5p1n/8/3N4/8/PPPPPPPP/RNBQKB1R w KQkq - 2 3,137,61,22,54,0.44525547445255476,0.16058394160583941,0.39416058394160586,0.0510948905109489,0.8368053705578347,1.4728758908569946,-0.10208439407346473,0.20427417509536253,0.30635856916882725,True,0.9203913382121495,0.011331316471154238,0.009296333776682328,14,137,14,0.10218978102189781,1.0,0.10218978102189781
rnbqkb1r/ppppp1pp/5p2/8/8/8/PPPPPPPP/RNBQKB1R w KQkq - 0 4,93,47,14,32,0.5053763440860215,0.15053763440860216,0.34408602150537637,0.16129032258064513,0.8234477974332293,1.4384206934988333,-0.023136741559709295,0.34571738672099955,0.36885412828070885,True,,0.015448919908013396,,0,93,0,0.0,1.0,0.0
rnbqkb1r/pp1pp1pp/2p2p2/8/8/2N5/PPPPPPPP/R1BQKB1R w KQkq - 0 5,63,32,12,19,0.5079365079365079,0.19047619047619047,0.30158730158730157,0.20634920634920634,0.7669438145628622,1.473626387562107,-0.009902523855058604,0.4226009365534713,0.43250346040852994,True,,0.012524735152957931,,0,63,0,0.0,1.0,0.0
rnbqkb1r/pp1pp2p/2p2pp1/8/4P3/2N5/PPPP1PPP/R1BQKB1R w KQkq - 0 6,24,11,7,6,0.4583333333333333,0.2916666666666667,0.25,0.20833333333333331,0.6649305555555555,1.5343371980653047,-0.11790171407547984,0.5345683807421464,0.6524700948176263,True,,0.015063853507551054,,0,24,0,0.0,1.0,0.0
rnbqk2r/pp1pp2p/2p2ppb/8/3PP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 1 7,23,10,7,6,0.43478260869565216,0.30434782608695654,0.2608695652173913,0.17391304347826086,0.665406427221172,1.5504949818133702,-0.15945784210762665,0.5072839290641484,0.6667417711717751,True,1.085490107536316,0.018231134902199974,0.018044837678869774,1,23,1,0.043478260869565216,1.0,0.043478260869565216
rnbqk2r/pp2p2p/2pp1ppb/8/3PPP2/2N5/PPP3PP/R1BQKB1R w KQkq - 0 8,10,3,5,2,0.3,0.5,0.2,0.09999999999999998,0.49,1.4854752972273344,-0.3338565226131931,0.533856522613193,0.8677130452263861,True,,0.0157234450802207,,0,10,0,0.0,1.0,0.0
rnbqkb1r/pp1p2pp/2p1p2n/5p2/3PP1P1/2N2N2/PPP2P1P/R1BQKB1R w KQkq - 0 6,168,89,20,59,0.5297619047619048,0.11904761904761904,0.35119047619047616,0.1785714285714286,0.8490646258503401,1.3812770825043241,0.03923527294855095,0.31790758419430626,0.2786723112457553,False,1.2476130520176685,0.0112575522036336,0.013604930392905225,117,168,117,0.6964285714285714,1.0,0.6964285714285714
rnbqk2r/pp1p2pp/2p1p2n/8/1b1P2P1/2N2N2/PPP2P1P/R1BQKB1R w KQkq - 1 7,57,29,9,19,0.5087719298245614,0.15789473684210525,0.3333333333333333,0.17543859649122812,0.8113265620190827,1.444795336496171,-0.05839586205222427,0.4092730550346805,0.4676689170869047,True,,0.013346963619257798,,0,57,0,0.0,1.0,0.0
rnbqk2r/pp4pp/2p1p2n/3p2N1/1b1P2P1/2N5/PPP2P1P/R1BQKB1R w KQkq - 0 8,23,15,4,4,0.6521739130434783,0.17391304347826086,0.17391304347826086,0.4782608695652174,0.5973534971644612,1.2799376545731964,0.16239705323355136,0.7941246858968835,0.6317276326633321,False,,0.020031254779061546,,0,23,0,0.0,1.0,0.0
rnbqkbnr/ppppppp1/7p/8/3P4/7N/PPP1PPPP/RNBQKB1R b KQkq - 0 2,64,31,7,26,0.484375,0.109375,0.40625,0.078125,0.884521484375,1.3837030820614884,-0.15229082174427758,0.30854082174427755,0.4608316434885551,True,1.7657324917176191,0.015827369294129312,0.03546546168892249,17,64,17,0.265625,1.0,0.265625
rnbqkbnr/ppp1ppp1/7p/3p4/3PP3/7N/PPP2PPP/RNBQKB1R b KQkq - 0 3,31,13,3,15,0.41935483870967744,0.0967741935483871,0.4838709677419355,-0.06451612903225806,0.8990634755463061,1.358584608060248,-0.39829775160090286,0.26926549353638674,0.6675632451372896,True,1.924451510111491,0.01586272519442343,0.03356887171715169,9,31,9,0.2903225806451613,1.0,0.2903225806451613
rnbqkbnr/pppp2pp/8/4pp2/8/4PN2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,24,11,4,9,0.4583333333333333,0.16666666666666666,0.375,0.08333333333333331,0.8263888888888888,1.4773344666381945,-0.2803594678135641,0.4470261344802307,0.7273856022937948,True,0.9894894725746579,0.011656202414693931,0.011423979303862306,18,24,18,0.75,1.0,0.75
rnbqkbnr/pp1pp1pp/2p2p2/8/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 0 3,35,21,1,13,0.6,0.02857142857142857,0.37142857142857144,0.22857142857142854,0.9191836734693878,1.1194435251110189,-0.08905396760134998,0.546196824744207,0.635250792345557,True,,0.022046111524105072,,0,35,0,0.0,1.0,0.0
rnbqkbnr/pp1p2pp/2p1pp2/8/3PP3/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 0 4,36,20,1,15,0.5555555555555556,0.027777777777777776,0.4166666666666667,0.1388888888888889,0.9529320987654322,1.1409827561124506,-0.1799915056307942,0.457769283408572,0.6377607890393662,True,1.920517086982727,0.02276628174715572,0.03622901137963508,4,36,4,0.1111111111111111,1.0,0.1111111111111111
rnbqkb1r/ppppp1pp/5p2/8/8/2N1P3/PPPP1P1P/R1BQKB1R b KQkq - 0 4,19,12,3,4,0.631578947368421,0.15789473684210525,0.21052631578947367,0.42105263157894735,0.6648199445983379,1.3124308023479359,0.0544265894661452,0.7876786736917495,0.7332520842256043,False,,0.0233216400405294,,0,19,0,0.0,1.0,0.0
rnbqkb1r/ppppp1pp/5p2/8/8/2N5/PPPPPPPP/R1BQKB1R b KQkq - 1 4,78,44,9,25,0.5641025641025641,0.11538461538461539,0.32051282051282054,0.24358974358974356,0.8252794214332676,1.3515468217162225,0.04198474412861877,0.44519474305086837,0.4032099989222496,False,,0.015510495393895186,,0,78,0,0.0,1.0,0.0
rnbqkb1r/pp1pp1pp/2p2p2/8/4P3/2N5/PPPP1PPP/R1BQKB1R b KQkq - 0 5,45,27,5,13,0.6,0.1111111111111111,0.28888888888888886,0.3111111111111111,0.7920987654320987,1.31191266591446,0.05107629338556702,0.5711459288366552,0.5200696354510881,False,,0.02023963870273696,,0,45,0,0.0,1.0,0.0
rnbqkb1r/pp1pp2p/2p2pp1/8/3PP3/2N5/PPP2PPP/R1BQKB1R b KQkq - 0 6,17,11,2,4,0.6470588235294118,0.11764705882352941,0.23529411764705882,0.411764705882353,0.7128027681660899,1.2607717938967942,0.01042851988928839,0.8131008918754176,0.8026723719861292,False,,0.027624562930534866,,0,17,0,0.0,1.0,0.0
rnbqkbnr/ppp1p1pp/5p2/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3,91,52,7,32,0.5714285714285714,0.07692307692307693,0.3516483516483517,0.21978021978021972,0.8747735780702814,1.2762083786850698,0.027614806899641464,0.411945632660798,0.3843308257611565,False,1.5406486235166852,0.013418378789428172,0.02118770690709263,76,91,76,0.8351648351648352,1.0,0.8351648351648352
rn1qkbnr/ppp1p1pp/5p2/3p4/3PP1b1/5N2/PPP2PPP/RNBQKB1R w KQkq - 1 4,16,7,1,8,0.4375,0.0625,0.5,-0.0625,0.93359375,1.271782221599798,-0.5359423107598753,0.41094231075987536,0.9468846215197506,True,1.5584672039205378,0.006536887842230499,0.010850821106135312,11,16,11,0.6875,1.0,0.6875
rnbqk2r/pp1p2pp/2p1p3/5nN1/1b1P2P1/2N5/PPP2P1P/R1BQKB1R w KQkq - 3 8,22,9,4,9,0.4090909090909091,0.18181818181818182,0.4090909090909091,0.0,0.8181818181818182,1.5022202538208598,-0.3779737702771849,0.3779737702771849,0.7559475405543697,True,,0.016541345425966112,,0,22,0,0.0,1.0,0.0
rnbqk2r/pp4pp/2ppp3/5nN1/1b1P2PP/2N5/PPP2P2/R1BQKB1R w KQkq - 0 9,20,9,4,7,0.45,0.2,0.35,0.10000000000000003,0.79,1.5128876215181604,-0.28953513759020244,0.4895351375902025,0.779070275180405,True,1.3135231733322144,0.013990409905090928,0.016039928853207375,1,20,1,0.05,1.0,0.05
rnbqkb1r/ppppp1pp/5p2/8/3N2n1/4P3/PPPP1PPP/RNBQKB1R w KQkq - 1 4,18,8,3,7,0.4444444444444444,0.16666666666666666,0.3888888888888889,0.055555555555555525,0.8302469135802468,1.4806821149663847,-0.36537986635398373,0.4764909774650948,0.8418708438190785,True,0.03507289551198482,0.013057004065356322,0.0003818352132255062,5,18,5,0.2777777777777778,1.0,0.2777777777777778
rnbqkb1r/p1ppp1pp/5p2/1p6/3N1Pn1/4P3/PPPP2PP/RNBQKB1R w KQkq - 0 5,15,7,3,5,0.4666666666666667,0.2,0.3333333333333333,0.13333333333333336,0.7822222222222223,1.5058231002082845,-0.3142434351506528,0.5809101018173195,0.8951535369679723,True,1.0705935955047607,0.02176152877509594,0.027081985676575826,1,15,1,0.06666666666666667,1.0,0.06666666666666667
rnbqkbnr/ppp1p1pp/5p2/3pN3/8/4P3/PPPP1PPP/RNBQKB1R b KQkq - 1 3,10,7,2,1,0.7,0.2,0.1,0.6,0.43999999999999995,1.1567796494470395,0.188874486183913,1.0111255138160868,0.8222510276321738,False,,0.02996363416314125,,0,10,0,0.0,1.0,0.0
rnbqkbnr/pp1p3p/2p1ppp1/8/8/2NBPN2/PPPP1PPP/R1BQK2R w KQkq - 0 5,81,50,5,26,0.6172839506172839,0.06172839506172839,0.32098765432098764,0.2962962962962963,0.8504801097393689,1.2038761431952243,0.09546210022059576,0.4971304923719968,0.40166839215140104,False,1.2046603560447693,0.011830508237543665,0.012810460050959477,22,81,22,0.2716049382716049,1.0,0.2716049382716049
rnbqkbnr/pp1p3p/2p1p1p1/5p2/7N/2NBP3/PPPP1PPP/R1BQK2R w KQkq - 0 6,14,8,1,5,0.5714285714285714,0.07142857142857142,0.35714285714285715,0.21428571428571425,0.8826530612244898,1.2638091738835462,-0.2778434345340913,0.7064148631055198,0.9842582976396111,True,,0.013606699981859751,,0,14,0,0.0,1.0,0.0
rnbqkbnr/pp1p3p/2p1ppp1/8/7N/2NBP3/PPPP1PPP/R1BQK2R b KQkq - 1 5,13,6,3,4,0.46153846153846156,0.23076923076923078,0.3076923076923077,0.15384615384615385,0.7455621301775148,1.5262349099495225,-0.3155270961328364,0.6232194038251442,0.9387464999579807,True,1.080287218093872,0.026581512190974675,0.03244373494423791,2,13,2,0.15384615384615385,1.0,0.15384615384615385
rnbqkbnr/pp1p2pp/2p1pp2/8/3N4/2N1P3/PPPP1PPP/R1BQKB1R b KQkq - 1 4,30,17,2,11,0.5666666666666667,0.06666666666666667,0.36666666666666664,0.2,0.8933333333333333,1.2555367253996506,-0.13821606571112782,0.5382160657111279,0.6764321314222557,True,1.634778156876564,0.0181290490552783,0.0316082714238671,8,30,8,0.26666666666666666,1.0,0.26666666666666666
rnbqkbnr/pp1p2pp/2p1p3/5p2/3N4/2N1P3/PPPP1PPP/R1BQKB1R w KQkq - 0 5,11,8,0,3,0.7272727272727273,0.0,0.2727272727272727,0.4545454545454546,0.7933884297520661,0.8453509366224364,-0.07182884899526343,0.9809197580861726,1.052748607081436,True,1.476132697529263,0.007947626566006378,0.011932366529122631,9,11,9,0.8181818181818182,1.0,0.8181818181818182
rnbqkbnr/pp1p2pp/2p1pp2/1N6/4P3/5N2/PPPP1PPP/R1BQKB1R b KQkq - 1 4,13,10,0,3,0.7692307692307693,0.0,0.23076923076923078,0.5384615384615385,0.710059171597633,0.7793498372920851,0.08040014956695185,0.9965229273561252,0.9161227777891734,False,0.316105584303538,0.0234597002944121,0.00579792781977817,3,13,3,0.23076923076923078,1.0,0.23076923076923078
