fen,n,W,D,L,pW,pD,pL,mean_reward,reward_variance,result_entropy,ci95_low,ci95_high,ci95_width,ci_contains_zero,H_mean,U_mean,HU_mean,H_count,U_count,HU_count,H_fraction,U_fraction,HU_fraction
rnbqk3/pp4p1/2pp4/4pn2/1b1P2PP/2N5/PPP2P2/R1BQKB1R w KQq - 0 10,11,6,2,3,0.5454545454545454,0.18181818181818182,0.2727272727272727,0.2727272727272727,0.743801652892562,1.4353713907745331,-0.23693245514390948,0.7823870005984549,1.0193194557423644,True,,0.01482629090208899,,0,11,0,0.0,1.0,0.0
rnbqkbnr/ppppppp1/7p/8/4P3/7N/PPPP1PPP/RNBQKB1R b KQkq - 0 2,39,20,8,11,0.5128205128205128,0.20512820512820512,0.28205128205128205,0.23076923076923073,0.7416173570019724,1.4779070982787224,-0.039505678547242795,0.5010441400857042,0.5405498186329469,True,0.6902503262866627,0.018359577522063866,0.012244149414111812,11,39,11,0.28205128205128205,1.0,0.28205128205128205
rnbqk1nr/pppp1ppp/8/4p3/1b1P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 1 3,17,10,2,5,0.5882352941176471,0.11764705882352941,0.29411764705882354,0.29411764705882354,0.7958477508650519,1.3328204045850196,-0.12995340431944108,0.7181886984370882,0.8481421027565292,True,,0.0194479962810874,,0,17,0,0.0,1.0,0.0
rnbqk1nr/pppp1pp1/7p/4p3/1b1P4/2P2N2/PP2PPPP/RNBQKB1R w KQkq - 0 4,10,7,0,3,0.7,0.0,0.3,0.39999999999999997,0.8400000000000001,0.8812908992306927,-0.16805153017865077,0.9680515301786508,1.1361030603573015,True,1.7002585331598918,0.02009295541793108,0.02881812384731819,3,10,3,0.3,1.0,0.3
rnbqk2r/pp1p2pp/2p1p2n/8/1b1PP3/2N5/PPP2P1P/R1BQKBR1 w Qkq - 0 8,13,11,2,0,0.8461538461538461,0.15384615384615385,0.0,0.8461538461538461,0.1301775147928994,0.6193821946787638,0.6500236769652681,1.0422840153424242,0.3922603383771561,False,0.4934886395931244,0.027021470551307384,0.006485459774346336,2,13,2,0.15384615384615385,1.0,0.15384615384615385
rnbqk2r/pp1p3p/2p1p1pn/7Q/1b1PP3/2N5/PPP2P1P/R1B1KBR1 w Qkq - 0 9,12,10,2,0,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.13888888888888884,0.6500224216483541,0.6224747813530567,1.04419188531361,0.4217171039605534,False,0.03774198026142337,0.03216089277217785,0.001060437724920161,11,12,11,0.9166666666666666,1.0,0.9166666666666666
rnbq1rk1/pp1p3p/2p1p1pn/6Q1/1b1PP3/2N5/PPP2P1P/R1B1KBR1 w Q - 2 10,12,10,2,0,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.13888888888888884,0.6500224216483541,0.6224747813530567,1.04419188531361,0.4217171039605534,False,0.358808296918869,0.017578350108427305,0.0042658002097956645,10,12,10,0.8333333333333334,1.0,0.8333333333333334
rnbqk1nr/ppNp3p/3bppp1/8/8/4P3/PPPP1PPP/R1BQKB1R b KQkq - 3 7,26,13,4,9,0.5,0.15384615384615385,0.34615384615384615,0.15384615384615385,0.8224852071005917,1.4452458201097456,-0.19475230667976207,0.5024446143720698,0.6971969210518318,True,,0.02309831654509673,,0,26,0,0.0,1.0,0.0
rnbq1knr/ppNp3p/3bppp1/8/5P2/4P3/PPPP2PP/R1BQKB1R b KQ - 0 8,21,11,2,8,0.5238095238095238,0.09523809523809523,0.38095238095238093,0.1428571428571429,0.8843537414965986,1.3421389558735095,-0.25935154976789343,0.5450658354821792,0.8044173852500727,True,,0.02939505520321074,,0,21,0,0.0,1.0,0.0
r3kbnr/p3p2p/4b1p1/1p1p4/8/2N1P3/PPPP1PPP/R1B1KB1R b KQkq - 1 7,12,6,4,2,0.5,0.3333333333333333,0.16666666666666666,0.33333333333333337,0.5555555555555555,1.4591479170272448,-0.08838377062721997,0.7550504372938867,0.8434342079211066,True,,0.03647681791335344,,0,12,0,0.0,1.0,0.0
rnbqk2r/pp1p2pp/2pbp2n/5pN1/3PP1P1/2N5/PPP2P1P/R1BQKB1R w KQkq - 2 7,47,27,5,15,0.574468085106383,0.10638297872340426,0.3191489361702128,0.25531914893617025,0.8284291534631055,1.3291641289759726,-0.004892568418650212,0.5155308662909908,0.520423434709641,True,1.0417871933716993,0.017213461246896298,0.018037917803266152,26,47,26,0.5531914893617021,1.0,0.5531914893617021
r1bqk2r/pp1p2pp/n1pbp2n/4PpN1/3P2P1/2N5/PPP2P1P/R1BQKB1R w KQkq - 1 8,43,28,3,12,0.6511627906976745,0.06976744186046512,0.27906976744186046,0.372093023255814,0.7917793401838833,1.1848606772967432,0.10613325490498465,0.6380527916066434,0.5319195367016587,False,1.032473591066176,0.017282585375184237,0.016873289216489035,31,43,31,0.7209302325581395,1.0,0.7209302325581395
r1bqk2r/pp1p2pp/n1p1p2n/4PpN1/N2P2P1/b7/PPP2P1P/R1BQKB1R w KQkq - 3 9,24,17,1,6,0.7083333333333334,0.041666666666666664,0.25,0.45833333333333337,0.7482638888888888,1.0434356963218767,0.11225862342115805,0.8044080432455087,0.6921494198243507,False,0.8395673394203186,0.014681852364446968,0.013476891796354213,5,24,5,0.20833333333333334,1.0,0.20833333333333334
r1bqk2r/1p1p2pp/2p1p2n/4PpN1/3P2P1/b7/PPP2P1P/R1BQKB1R w KQkq - 0 10,22,16,1,5,0.7272727272727273,0.045454545454545456,0.22727272727272727,0.5,0.7045454545454546,1.0226297788901695,0.14925518529436477,0.8507448147056352,0.7014896294112705,False,,0.013931277589025822,,0,22,0,0.0,1.0,0.0
r1b1k2r/1p1p2pp/2p1p2n/q3PpN1/3P2P1/8/P1P2P1P/R1BQKB1R w KQkq - 1 11,10,6,0,4,0.6,0.0,0.4,0.19999999999999996,0.96,0.9709505944546686,-0.4072726297031969,0.8072726297031968,1.2145452594063937,True,,0.021858515962958337,,0,10,0,0.0,1.0,0.0
rnbqk1nr/ppNp2pp/2pbpp2/8/8/4P3/PPPP1PPP/RNBQKB1R b KQkq - 3 5,37,14,7,16,0.3783783783783784,0.1891891891891892,0.43243243243243246,-0.05405405405405406,0.8078889700511322,1.507981653109769,-0.34367039907138963,0.23556229096328152,0.5792326900346711,True,,0.020894779773378693,,0,37,0,0.0,1.0,0.0
rnbq1knr/ppNp2pp/2pbpp2/8/5P2/4P3/PPPP2PP/RNBQKB1R b KQ - 0 6,33,14,4,15,0.42424242424242425,0.12121212121212122,0.45454545454545453,-0.030303030303030276,0.8778696051423324,1.410869033208931,-0.3499761558781213,0.28937009527206076,0.6393462511501821,True,1.093031883239746,0.022836653148811874,0.027270438500995198,1,33,1,0.030303030303030304,1.0,0.030303030303030304
rnbqkb1r/pp1pp1p1/2p2p2/7p/3PP3/2N5/PPP2PP1/R1BQKB1R b KQkq - 0 6,32,19,3,10,0.59375,0.09375,0.3125,0.28125,0.8271484375,1.2911002747979619,-0.03386191768053509,0.596361917680535,0.6302238353610701,True,,0.03470254997955635,,0,32,0,0.0,1.0,0.0
rnbqNk1r/pp1p3p/2p1pppn/8/1b1P4/2P2N2/PP2PPPP/R1BQKB1R w KQ - 1 8,12,8,1,3,0.6666666666666666,0.08333333333333333,0.25,0.41666666666666663,0.7430555555555556,1.188721875540867,-0.07105057707833562,0.9043839104116689,0.9754344874900045,True,,0.014214506683250269,,0,12,0,0.0,1.0,0.0
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,11,5,0,6,0.45454545454545453,0.0,0.5454545454545454,-0.09090909090909088,0.9917355371900827,0.9940302114769565,-0.6794134530721678,0.497595271253986,1.1770087243261538,True,1.2891094142740422,0.008639452597973022,0.011218945030442488,11,11,11,1.0,1.0,1.0
rn1qkbnr/p1p1p2p/4b1p1/1p1pQ3/8/2N1P3/PPPP1PPP/R1B1KB1R w KQkq - 0 7,15,10,4,1,0.6666666666666666,0.26666666666666666,0.06666666666666667,0.6,0.3733333333333333,1.158938532350277,0.29079191187891246,0.9092080881210876,0.6184161762421752,False,1.3380301548884466,0.017175753538807233,0.022190695421890946,13,15,13,0.8666666666666667,1.0,0.8666666666666667
rnbqkbnr/ppp2ppp/8/3pp1N1/4P3/8/PPPP1PPP/RNBQKB1R b KQkq - 1 3,135,67,16,52,0.4962962962962963,0.11851851851851852,0.3851851851851852,0.1111111111111111,0.8691358024691358,1.3964389962804047,-0.04615133513191824,0.2683735573541405,0.31452489248605875,True,0.2317579053018404,0.02131525507127797,0.004807957020614925,115,135,115,0.8518518518518519,1.0,0.8518518518518519
rnbqkbnr/ppp2Npp/8/3ppp2/4P3/8/PPPP1PPP/RNBQKB1R b KQkq - 1 4,26,15,1,10,0.5769230769230769,0.038461538461538464,0.38461538461538464,0.19230769230769224,0.9245562130177514,1.1687997226410385,-0.17728900159426053,0.561904386209645,0.7391933878039055,True,0.19708985876705912,0.01743664348927828,0.0033600070345404845,18,26,18,0.6923076923076923,1.0,0.6923076923076923
rnb1kbnr/ppp2Npp/8/3ppp2/4P2q/6P1/PPPP1P1P/RNBQKB1R b KQkq - 0 5,25,14,1,10,0.56,0.04,0.4,0.16000000000000003,0.9344000000000001,1.1829661954675212,-0.2189173589085932,0.5389173589085933,0.7578347178171865,True,0.8913151857753595,0.015166229084134102,0.013474092354282138,24,25,24,0.96,1.0,0.96
rnbqkb1r/pp1p2pp/2p2p1n/4p3/3P2P1/2N2N2/PPP1PP1P/R1BQKB1R w KQkq - 0 5,32,18,3,11,0.5625,0.09375,0.34375,0.21875,0.8583984375,1.31664733333952,-0.10225926044880457,0.5397592604488046,0.6420185208976092,True,1.030314096382686,0.017338513251161203,0.01664154377355581,7,32,7,0.21875,1.0,0.21875
rnbqkb1r/pp1p2pp/2p4n/4ppN1/3P2P1/2N5/PPP1PP1P/R1BQKB1R w KQkq - 0 6,12,6,0,6,0.5,0.0,0.5,0.0,1.0,1.0,-0.5657928670380858,0.5657928670380858,1.1315857340761717,True,1.1119484901428223,0.017595643798510235,0.01345639617668093,1,12,1,0.08333333333333333,1.0,0.08333333333333333
rnbqkb1r/ppp1p1pp/5p1n/3p4/6P1/2N2N2/PPPPPP1P/R1BQKB1R w KQkq - 0 4,263,163,18,82,0.6197718631178707,0.06844106463878327,0.311787072243346,0.3079847908745247,0.836704303951192,1.2167874168804769,0.19743543454320028,0.4185341472058491,0.2210987126626488,False,0.6559141427278519,0.017388556878518015,0.010540929642419088,8,263,8,0.030418250950570342,1.0,0.030418250950570342
rn1qkb1r/ppp1p1pp/5p1n/3p4/3P4/2N5/PPP1PP1P/R1BQKB1R w KQkq - 0 5,52,29,5,18,0.5576923076923077,0.09615384615384616,0.34615384615384615,0.21153846153846156,0.8590976331360947,1.3244831920045916,-0.04038445786379469,0.4634613809407178,0.5038458388045125,True,,0.018167167633342054,,0,52,0,0.0,1.0,0.0
rn1qkb1r/p1p1p1pp/5p1n/1p1p4/3P4/2N2P2/PPP1P2P/R1BQKB1R w KQkq - 0 6,12,6,1,5,0.5,0.08333333333333333,0.4166666666666667,0.08333333333333331,0.9097222222222223,1.3250112108241772,-0.45631627945081826,0.622982946117485,1.0792992255683032,True,,0.031097610170642536,,0,12,0,0.0,1.0,0.0
rnbqk1nr/pppp1pp1/4p2p/8/1b6/2N1P2N/PPPP1PPP/R1BQKB1R w KQkq - 2 4,12,7,1,4,0.5833333333333334,0.08333333333333333,0.3333333333333333,0.25000000000000006,0.8541666666666667,1.280672129520887,-0.27291220391266163,0.7729122039126617,1.0458244078253234,True,0.9090096354484558,0.016626874062543113,0.015076281104202394,4,12,4,0.3333333333333333,1.0,0.3333333333333333
rnbqk1nr/pppp1p2/4p1pp/7Q/1b6/2N1P2N/PPPP1PPP/R1B1KB1R w KQkq - 0 5,11,8,1,2,0.7272727272727273,0.09090909090909091,0.18181818181818182,0.5454545454545454,0.6115702479338845,1.0957952550009336,0.0833130949125443,1.0075959959965466,0.9242829010840024,False,0.48023487762971356,0.023031118241223423,0.010652846228138052,11,11,11,1.0,1.0,1.0
rnbqk1nr/pp1p1p2/2p1p1pp/1B5Q/1b6/2N1P2N/PPPP1PPP/R1B1K2R w KQkq - 0 6,15,9,2,4,0.6,0.13333333333333333,0.26666666666666666,0.3333333333333333,0.7555555555555555,1.3382689280764646,-0.10654813201942431,0.7732147986860909,0.8797629307055153,True,0.04015363100916147,0.027350672334432603,0.001056933423181076,14,15,14,0.9333333333333333,1.0,0.9333333333333333
rnb1k1nr/pp1p1p2/2p1p1pp/1B2Q3/1b5q/2N1P2N/PPPP1PPP/R1B1K2R w KQkq - 2 7,15,9,2,4,0.6,0.13333333333333333,0.26666666666666666,0.3333333333333333,0.7555555555555555,1.3382689280764646,-0.10654813201942431,0.7732147986860909,0.8797629307055153,True,0.026279020806153616,0.028319327409068742,0.0007593766746019892,15,15,15,1.0,1.0,1.0
rnb1k1nr/pp1p1p2/2p1p1pp/1B2Q3/1b3q2/2N1P1PN/PPPP1P1P/R1B1K2R w KQkq - 1 8,15,9,2,4,0.6,0.13333333333333333,0.26666666666666666,0.3333333333333333,0.7555555555555555,1.3382689280764646,-0.10654813201942431,0.7732147986860909,0.8797629307055153,True,0.10547777463992437,0.038023792455593744,0.004220401423252593,15,15,15,1.0,1.0,1.0
rnb1k1nr/pp1p1p2/2p1p1pp/1B6/1b6/2N1PPPN/PPPP3P/R1B1K2R w KQkq - 0 9,15,9,2,4,0.6,0.13333333333333333,0.26666666666666666,0.3333333333333333,0.7555555555555555,1.3382689280764646,-0.10654813201942431,0.7732147986860909,0.8797629307055153,True,,0.03307811332245668,,0,15,0,0.0,1.0,0.0
r1b1k1nr/pp1p1p2/n1p1p1pp/1B6/1b6/2N1PPPN/PPPP3P/R1B2RK1 w kq - 2 10,10,6,2,2,0.6,0.2,0.2,0.39999999999999997,0.6400000000000001,1.3709505944546687,-0.09583602584364936,0.8958360258436493,0.9916720516872987,True,,0.02244048211723566,,0,10,0,0.0,1.0,0.0
r1bqk1nr/pp1p2pp/2n1pp2/1B6/1b1PP3/5N2/PPP2PPP/R1BQK2R w KQkq - 1 7,36,21,2,13,0.5833333333333334,0.05555555555555555,0.3611111111111111,0.22222222222222227,0.8950617283950617,1.2159143843815299,-0.08682392551882567,0.5312683699632702,0.6180922954820959,True,,0.02105689408361084,,0,36,0,0.0,1.0,0.0
rnbqkbnr/pp1p2pp/2p1pp2/8/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 0 4,50,26,5,19,0.52,0.1,0.38,0.14,0.8804000000000001,1.353222271744058,-0.1200776939969711,0.40007769399697113,0.5201553879939422,True,1.552783211072286,0.005330265518277883,0.00966998376240008,6,50,6,0.12,1.0,0.12
r1bqk2r/pp1p2pp/2n1pp1n/1B6/1b1PP3/2P2N2/PP3PPP/R1BQK2R w KQkq - 1 8,18,10,2,6,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.22222222222222227,0.8395061728395061,1.3516441151533924,-0.20105391516601379,0.6454983596104583,0.8465522747764721,True,1.3530282020568847,0.01683320353428523,0.020520208733746936,10,18,10,0.5555555555555556,1.0,0.5555555555555556
rnbqkbnr/pppp3p/4ppp1/1N6/8/4P3/PPPP1PPP/RNBQKB1R b KQkq - 1 4,26,17,3,6,0.6538461538461539,0.11538461538461539,0.23076923076923078,0.4230769230769231,0.7056213017751479,1.2484577639970085,0.10019237751840421,0.7459614686354419,0.6457690911170377,False,,0.022722010429088887,,0,26,0,0.0,1.0,0.0
rnbqk1nr/pppp3p/4ppp1/1N6/1b6/2P1P3/PP1P1PPP/RNBQKB1R b KQkq - 0 5,20,11,3,6,0.55,0.15,0.3,0.25000000000000006,0.7875000000000001,1.4060075793123286,-0.13891829613021706,0.6389182961302171,0.7778365922604342,True,0.31912849098443985,0.034988739714026454,0.01021833971372732,2,20,2,0.1,1.0,0.1
rnbqk1nr/ppNp3p/2p1ppp1/8/1b6/2P1P3/PP1P1PPP/RNBQKB1R b KQkq - 1 6,23,15,2,6,0.6521739130434783,0.08695652173913043,0.2608695652173913,0.391304347826087,0.7599243856332704,1.214295263080721,0.03504246111354814,0.7475662345386258,0.7125237734250777,False,,0.039982814584737236,,0,23,0,0.0,1.0,0.0
rnbqkbnr/pppp2pp/4pp2/8/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3,15,9,0,6,0.6,0.0,0.4,0.19999999999999996,0.96,0.9709505944546686,-0.29583602584364926,0.6958360258436491,0.9916720516872983,True,2.046802337353046,0.010597532925506433,0.021250955184813423,13,15,13,0.8666666666666667,1.0,0.8666666666666667
rnbqkbnr/pppp1pp1/4p2p/8/4P3/7N/PPPP1PPP/RNBQKB1R w KQkq - 0 3,14,6,1,7,0.42857142857142855,0.07142857142857142,0.5,-0.07142857142857145,0.9234693877551021,1.2958363892911637,-0.5748078394925547,0.4319506966354117,1.0067585361279663,True,0.4294121116399765,0.01858236487688763,0.008676713124797689,8,14,8,0.5714285714285714,1.0,0.5714285714285714
rnbqk1nr/pp1p2pp/4pp2/8/1b1N4/2P1P3/PP1P1PPP/R1BQKB1R b KQkq - 0 6,22,15,2,5,0.6818181818181818,0.09090909090909091,0.22727272727272727,0.4545454545454545,0.7024793388429753,1.1770225546116342,0.10431530602271488,0.8047756030681941,0.7004602970454792,False,1.3926745057106018,0.022266495210880585,0.03257932664189089,2,22,2,0.09090909090909091,1.0,0.09090909090909091
rnbqk1nr/pp1p2pp/4pp2/7Q/8/4P3/PP1P1PPP/R1B1KB1R b KQkq - 1 7,10,7,1,2,0.7,0.1,0.2,0.49999999999999994,0.6499999999999999,1.1567796494470395,0.0003052698445598634,0.99969473015544,0.9993894603108802,False,,0.05152261909097433,,0,10,0,0.0,1.0,0.0
r4b1r/pp3k1p/4pppn/8/8/4P3/PPPP1PPP/RNB1KB1R b KQ - 0 9,17,5,3,9,0.29411764705882354,0.17647058823529413,0.5294117647058824,-0.23529411764705882,0.7681660899653979,1.4466479595102752,-0.6519247483907241,0.18133651309660648,0.8332612614873306,True,,0.026679704294485206,,0,17,0,0.0,1.0,0.0
rnbqkbnr/ppp3pp/8/3pppN1/3PP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4,81,32,15,34,0.3950617283950617,0.18518518518518517,0.41975308641975306,-0.024691358024691357,0.8142051516537113,1.5055648728026578,-0.22119585995768817,0.17181314390830546,0.39300900386599363,True,1.412881734279486,0.010384601851304373,0.014880835862002081,52,81,52,0.6419753086419753,1.0,0.6419753086419753
rnbqkbnr/ppp3pp/8/1B1p1pN1/4P3/8/PPP2PPP/RNBQK2R b KQkq - 1 5,12,2,1,9,0.16666666666666666,0.08333333333333333,0.75,-0.5833333333333334,0.5763888888888888,1.040852082972755,-1.0128848612253418,-0.1537818054413248,0.859103055784017,False,,0.014889786873633662,,0,12,0,0.0,1.0,0.0
rn1qkb1r/pp2p1pp/2p2p2/3p4/3PP1b1/2N2P2/PPP3PP/R1BQKB1R b KQkq - 0 7,11,5,0,6,0.45454545454545453,0.0,0.5454545454545454,-0.09090909090909088,0.9917355371900827,0.9940302114769565,-0.6794134530721678,0.497595271253986,1.1770087243261538,True,,0.028281247581947933,,0,11,0,0.0,1.0,0.0
rnbqkbnr/ppp2pp1/7p/3pp3/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,10,6,1,3,0.6,0.1,0.3,0.3,0.8099999999999999,1.295461844238322,-0.2578155290741054,0.8578155290741054,1.1156310581482107,True,2.0366034706433616,0.010704783629626036,0.021995261889134254,6,10,6,0.6,1.0,0.6
rnbqkbnr/ppp2ppp/8/3pp3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,130,70,15,45,0.5384615384615384,0.11538461538461539,0.34615384615384615,0.1923076923076923,0.8476331360946745,1.3701635095276021,0.03404433371819751,0.3505710508971871,0.3165267171789896,False,0.8606200639647666,0.007784294086293532,0.006629507703745637,99,130,99,0.7615384615384615,1.0,0.7615384615384615
rnbqkbnr/pppp3p/4p1p1/5pQ1/3N4/4P3/PPPP1PPP/RNB1KB1R b KQkq - 1 5,31,12,5,14,0.3870967741935484,0.16129032258064516,0.45161290322580644,-0.06451612903225806,0.8345473465140478,1.472513749357935,-0.38609887138504295,0.2570666133205268,0.6431654847055698,True,0.19764798879623413,0.039212654555036176,0.005730338061589624,1,31,1,0.03225806451612903,1.0,0.03225806451612903
rnb1kbnr/pppp3p/4p1p1/1N3p2/8/4P3/PPPP1PPP/RNB1KB1R b KQkq - 1 6,51,19,7,25,0.37254901960784315,0.13725490196078433,0.49019607843137253,-0.11764705882352938,0.8489042675893888,1.4281407938499373,-0.3705141783359575,0.13522006068889875,0.5057342390248563,True,1.0404726266860962,0.014572667852774555,0.017986482743585386,2,51,2,0.0392156862745098,1.0,0.0392156862745098
r3kb1r/1p1p3p/p3pnp1/5p2/8/4PP2/PPPP2PP/RNB1KB1R b KQkq - 0 8,19,11,4,4,0.5789473684210527,0.21052631578947367,0.21052631578947367,0.368421052631579,0.6537396121883656,1.402993418443045,0.004863064809310758,0.7319790404538472,0.7271159756445364,False,1.835613210995992,0.016737387074451698,0.030799658657933476,3,19,3,0.15789473684210525,1.0,0.15789473684210525
r3k2r/1p1p3p/p2bpnp1/5p2/8/4PPP1/PPPP3P/RNB1KB1R b KQkq - 0 9,10,5,3,2,0.5,0.3,0.2,0.3,0.61,1.4854752972273344,-0.18407539501852566,0.7840753950185256,0.9681507900370513,True,1.5499245127042134,0.018909400887787343,0.02853007015549121,6,10,6,0.6,1.0,0.6
r1bqkbnr/ppp1ppp1/n6p/3p4/1P1PP3/7N/P1P2PPP/RNBQKB1R b KQkq - 0 4,10,3,1,6,0.3,0.1,0.6,-0.3,0.8099999999999999,1.295461844238322,-0.8578155290741054,0.2578155290741054,1.1156310581482107,True,,0.0232691353186965,,0,10,0,0.0,1.0,0.0
r1bqkbnr/ppp2pp1/n3p2p/3p4/1P1PP3/6PN/P1P2P1P/RNBQKB1R b KQkq - 0 5,17,8,1,8,0.47058823529411764,0.058823529411764705,0.47058823529411764,0.0,0.9411764705882353,1.2639334294856335,-0.46116799636236566,0.46116799636236566,0.9223359927247313,True,1.5806003212928772,0.04500982800827307,0.09574285205117472,6,17,6,0.35294117647058826,1.0,0.35294117647058826
r1bqkbnr/ppp3p1/n3p2p/3p1p2/1P1PPP2/6PN/P1P4P/RNBQKB1R b KQkq - 0 6,13,7,1,5,0.5384615384615384,0.07692307692307693,0.38461538461538464,0.1538461538461538,0.8994082840236687,1.2957378005380122,-0.3616849305011575,0.6693772381934651,1.0310621686946226,True,2.0189216434955597,0.03994024630922537,0.0738126632520193,4,13,4,0.3076923076923077,1.0,0.3076923076923077
rnbqkbnr/pp1pp1pp/5p2/8/4P3/5N2/PPPP1PPP/R1BQKB1R b KQkq - 0 4,34,17,3,14,0.5,0.08823529411764706,0.4117647058823529,0.08823529411764708,0.9039792387543253,1.3361474085378189,-0.23135079022736227,0.4078213784626564,0.6391721686900187,True,,0.025676096625187817,,0,34,0,0.0,1.0,0.0
rnbqk2r/pp1p4/2p1p1pp/5p2/3PP3/2N5/PPP2P2/R1BQKB1R w KQkq - 0 10,14,8,3,3,0.5714285714285714,0.21428571428571427,0.21428571428571427,0.3571428571428571,0.6581632653061225,1.41379956460568,-0.06781992114039204,0.7821056354261062,0.8499255565664983,True,1.4201826651891072,0.018219211537923132,0.02417357025886539,6,14,6,0.42857142857142855,1.0,0.42857142857142855
rnbqk2r/pp6/2p1p1pp/3pPp2/3P4/2N5/PPP2P2/R1BQKB1R w KQkq d6 0 11,11,7,2,2,0.6363636363636364,0.18181818181818182,0.18181818181818182,0.45454545454545453,0.6115702479338843,1.3092966682370037,-0.0075959959965464785,0.9166869050874555,0.924282901084002,True,1.4969283044338226,0.014813539826057175,0.02135148383240293,8,11,8,0.7272727272727273,1.0,0.7272727272727273
rnbqkbnr/pppp3p/4p1p1/5p2/3N3Q/4P3/PPPP1PPP/RNB1KB1R b KQkq - 1 5,22,7,2,13,0.3181818181818182,0.09090909090909091,0.5909090909090909,-0.27272727272727276,0.834710743801653,1.288649764535596,-0.6544998698143234,0.10904532435977793,0.7635451941741014,True,0.3600364401936531,0.024468444457108326,0.00952584981704096,6,22,6,0.2727272727272727,1.0,0.2727272727272727
rnb1kb1r/pppp3p/4pnp1/1N3p2/8/4PP2/PPPP2PP/RNB1KB1R b KQkq - 0 7,37,13,6,18,0.35135135135135137,0.16216216216216217,0.4864864864864865,-0.13513513513513514,0.8195763330898467,1.4615035989769833,-0.426838832170891,0.15656856190062074,0.5834073940715118,True,1.783483475446701,0.018951461021159147,0.03640481104573878,4,37,4,0.10810810810810811,1.0,0.10810810810810811
2b1k2r/1ppp3p/4p1p1/8/1b3p2/2N1P3/PPPP2PP/R1B1KB1R b KQk - 0 10,17,4,1,12,0.23529411764705882,0.058823529411764705,0.7058823529411765,-0.4705882352941177,0.7197231833910034,1.0863128407412879,-0.8738679492932976,-0.0673085212949378,0.8065594279983598,False,,0.015414954491836183,,0,17,0,0.0,1.0,0.0
rnbqk2r/pp1p2pp/2pbp2n/5pN1/3PP1P1/2N5/PPP2P1P/R1BQKB1R w KQkq - 1 7,29,19,3,7,0.6551724137931034,0.10344827586206896,0.2413793103448276,0.4137931034482758,0.7253269916765755,1.2332570395415439,0.10382570972015481,0.7237604971763968,0.619934787456242,False,1.1192415764457302,0.01671939217967206,0.017170897253367966,19,29,19,0.6551724137931034,1.0,0.6551724137931034
rnbqkbnr/pppp1ppp/8/4p3/8/5NP1/PPPPPP1P/RNBQKB1R b KQkq - 0 2,14,9,0,5,0.6428571428571429,0.0,0.35714285714285715,0.28571428571428575,0.9183673469387755,0.9402859586706311,-0.2162725059115655,0.787701077340137,1.0039735832517025,True,1.7604488645281111,0.017727683963520185,0.031359003271760715,14,14,14,1.0,1.0,1.0
rnbqk2r/pp1p2pp/2p1p2n/3P4/1b2P3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 7,10,6,1,3,0.6,0.1,0.3,0.3,0.8099999999999999,1.295461844238322,-0.2578155290741054,0.8578155290741054,1.1156310581482107,True,,0.013291081506758928,,0,10,0,0.0,1.0,0.0
rnbqk2r/pp1p3p/2p1p1pn/3P3Q/1b2P3/2N5/PPP2PPP/R1B1KB1R w KQkq - 0 8,10,6,1,3,0.6,0.1,0.3,0.3,0.8099999999999999,1.295461844238322,-0.2578155290741054,0.8578155290741054,1.1156310581482107,True,0.05329350382089615,0.017264644708484413,0.0005334872934553946,2,10,2,0.2,1.0,0.2
rnbq1rk1/pp1p3p/2p1p1pn/3P2Q1/1b2P3/2N5/PPP2PPP/R1B1KB1R w KQ - 2 9,10,6,1,3,0.6,0.1,0.3,0.3,0.8099999999999999,1.295461844238322,-0.2578155290741054,0.8578155290741054,1.1156310581482107,True,0.17426271736621857,0.010831896495074034,0.0015659843979116597,4,10,4,0.4,1.0,0.4
r3kb1r/p3p2p/4bnp1/1p1p4/8/2N1P3/PPPP1PPP/R1B1KB1R w KQkq - 2 8,26,11,2,13,0.4230769230769231,0.07692307692307693,0.5,-0.07692307692307693,0.9171597633136095,1.3096910973393818,-0.44503841538930783,0.291192261543154,0.7362306769324618,True,,0.015420698668234624,,0,26,0,0.0,1.0,0.0
rnbqkbnr/ppp1pppp/8/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 1 2,11,5,1,5,0.45454545454545453,0.09090909090909091,0.45454545454545453,0.0,0.9090909090909091,1.3485878960124222,-0.5634500293677832,0.5634500293677832,1.1269000587355664,True,0.7206491529941559,0.02144803428514437,0.015715894126132154,8,11,8,0.7272727272727273,1.0,0.7272727272727273
